,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Unnamed: 13
5,Adnan Akmal (PAK),2011-2012,5,4,1,62,27,20.66,89,69.66,0,0,0,
6,SD Anurasiri (SL),1986-1994,45,18,12,62,11,10.33,143,43.35,0,0,2,
7,DE Budge (SCOT),2018-2019,3,3,0,62,27,20.66,70,88.57,0,0,0,
8,PG Coman (NZ),1973-1974,3,3,0,62,38,20.66,104,59.61,0,0,1,
9,CE Cuffy (WI),1994-2002,41,22,8,62,17*,4.42,125,49.6,0,0,5,
10,LH Ferguson (NZ),2016-2019,36,15,7,62,19,7.75,125,49.6,0,0,4,
11,SN Netravalkar (USA),2019-2019,9,7,3,62,19*,15.50,91,68.13,0,0,0,
12,JB Reva (PNG),2016-2018,9,7,1,62,36,10.33,83,74.69,0,0,1,
13,Shaheedur Rahman (BDESH),1986-1986,2,2,0,62,37,31.00,108,57.4,0,0,0,
14,Azhar Saeed (UAE),1994-1996,7,7,0,61,32,8.71,195,31.28,0,0,1,
15,Dolar Mahmud (BDESH),2008-2009,7,4,0,61,41,15.25,44,138.63,0,0,2,
16,BT Foakes (ENG),2019-2019,1,1,1,61,61*,-,76,80.26,0,1,0,
17,MN Hart (NZ),1994-2002,13,8,0,61,16,7.62,101,60.39,0,0,1,
18,JD Love (ENG),1981-1981,3,3,0,61,43,20.33,100,61.0,0,0,0,
19,EO Odumbe (KENYA),1996-1996,8,7,1,61,20,10.16,150,40.66,0,0,0,
20,DR Parry (WI),1978-1980,6,5,1,61,32,15.25,77,79.22,0,0,0,
21,Shakeel Ahmed jnr (PAK),1995-1995,2,2,0,61,36,30.50,128,47.65,0,0,0,
22,L Sreekumar (UAE),2015-2016,4,4,0,61,28,15.25,73,83.56,0,0,0,
23,ELR Stewart (SA),1993-2002,6,6,2,61,23*,15.25,116,52.58,0,0,0,
24,DS Wesonga (KENYA),2010-2011,4,4,1,61,33,20.33,108,56.48,0,0,0,
25,RM West (IRE),2008-2009,10,4,2,61,29*,30.50,41,148.78,0,0,1,
26,GE Bradburn (NZ),1990-2001,11,10,3,60,30,8.57,130,46.15,0,0,1,
27,JJ Celestine (BMUDA),2007-2008,8,8,0,60,20,7.50,135,44.44,0,0,1,
28,ST Clarke (WI),1978-1982,10,8,2,60,20,10.00,58,103.44,0,0,1,
29,Humayun Farhat (PAK),2001-2001,5,3,0,60,39,20.00,56,107.14,0,0,0,
30,JA Jameson (ENG),1973-1975,3,3,0,60,28,20.00,158,37.97,0,0,0,
31,NC McGarrell (WI),1998-2001,17,10,2,60,19,7.50,98,61.22,0,0,2,
32,Abdul Jabbar (CAN),2007-2007,2,2,0,59,44,29.50,82,71.95,0,0,0,
33,WD Balaji Rao (CAN),2008-2011,10,8,0,59,24,7.37,89,66.29,0,0,0,
34,Gazi Ashraf (BDESH),1986-1990,7,7,0,59,18,8.42,239,24.68,0,0,1,
35,MBS Jonkman (NL),2006-2010,16,9,4,59,16,11.80,79,74.68,0,0,1,
36,MA Parker (SCOT),2010-2010,10,8,2,59,22,9.83,104,56.73,0,0,0,
37,RO Butcher (ENG),1980-1981,3,3,0,58,52,19.33,68,85.29,0,1,0,
38,Imran Haider (UAE),2017-2019,20,14,7,58,18*,8.28,136,42.64,0,0,3,
39,TMK Mawoyo (ZIM),2006-2014,7,7,0,58,15,8.28,160,36.25,0,0,1,
40,D Murphy (SCOT),2013-2013,8,7,2,58,20*,11.60,118,49.15,0,0,0,
41,Saqlain Haider (UAE),2014-2016,5,4,0,58,28,14.50,77,75.32,0,0,0,
42,M van Schoor (NAM),2003-2003,5,5,1,58,24,14.50,111,52.25,0,0,0,
43,BM Wheeler (NZ),2015-2015,6,4,4,58,39*,-,47,123.4,0,0,0,
44,B Yardley (AUS),1978-1983,7,4,0,58,28,14.50,98,59.18,0,0,1,
45,KD Boyce (WI),1973-1975,8,4,0,57,34,14.25,77,74.02,0,0,0,
46,Ehsanul Haque (BDESH),2002-2003,6,6,0,57,20,9.50,129,44.18,0,0,1,
47,Frasat Ali (EAf),1975-1975,3,3,0,57,45,19.00,176,32.38,0,0,1,
48,G Salmond (SCOT),1999-1999,5,5,0,57,31,11.40,109,52.29,0,0,0,
49,AJ Tye (AUS),2018-2018,7,7,3,57,19,14.25,48,118.75,0,0,0,
0,V Aravind (UAE),2019-2019,3,3,0,56,23,18.66,73,76.71,0,0,0,
1,RS Haire (IRE),2008-2008,2,2,0,56,54,28.00,72,77.77,0,1,0,
2,JK Lever (ENG),1976-1982,22,11,4,56,27*,8.00,152,36.84,0,0,1,
3,NM Odhiambo (KENYA),2010-2013,8,6,0,56,29,9.33,121,46.28,0,0,0,
4,Sohail Fazal (PAK),1989-1989,2,2,0,56,32,28.00,59,94.91,0,0,0,
5,LL Tsotsobe (SA),2009-2013,61,21,13,56,16*,7.00,109,51.37,0,0,3,
6,MA Wood (ENG),2015-2019,51,17,10,56,13,8.00,63,88.88,0,0,3,
7,MW Douglas (NZ),1994-1995,6,6,0,55,30,9.16,123,44.71,0,0,1,
8,FY Fazal (INDIA),2016-2016,1,1,1,55,55*,-,61,90.16,0,1,0,
9,TV Mufambisi (ZIM),2006-2007,6,6,0,55,21,9.16,90,61.11,0,0,0,
10,SJ Palframan (SA),1996-1996,7,4,0,55,28,13.75,80,68.75,0,0,0,
11,TK Patel (USA),2019-2019,5,5,3,55,50*,27.50,102,53.92,0,1,0,
12,EC Rainsford (ZIM),2004-2010,39,23,13,55,9*,5.50,134,41.04,0,0,2,
13,SK Ranasinghe (SL),1986-1986,4,3,0,55,41,18.33,81,67.9,0,0,1,
14,Abdul Shakoor (UAE),2015-2018,3,3,0,54,24,18.00,102,52.94,0,0,0,
15,Arshad Ali (UAE),2004-2008,4,4,0,54,41,13.50,102,52.94,0,0,1,
16,RJ Campbell (AUS),2002-2002,2,2,0,54,38,27.00,70,77.14,0,0,0,
17,RD Jackman (ENG),1974-1983,15,9,1,54,14,6.75,93,58.06,0,0,1,
18,RWT Key (ENG),2003-2004,5,5,0,54,19,10.80,135,40.0,0,0,1,
19,J Kila (PNG),2018-2019,6,6,2,54,21,13.50,63,85.71,0,0,1,
20,BJ McKechnie (NZ),1975-1981,14,8,4,54,27,13.50,145,37.24,0,0,1,
21,Mohammad Iqbal (CAN),2007-2008,5,5,0,54,30,10.80,80,67.5,0,0,1,
22,JV Paranjpe (INDIA),1998-1998,4,4,1,54,27,18.00,91,59.34,0,0,0,
23,RG Samuels (WI),1996-1997,8,5,2,54,36*,18.00,63,85.71,0,0,0,
24,RK Sethi (EAf),1975-1975,3,3,0,54,30,18.00,185,29.18,0,0,0,
25,S Venkataraghavan (INDIA),1974-1983,15,9,4,54,26*,10.80,126,42.85,0,0,2,
26,BCJ Cutting (AUS),2013-2014,4,2,0,53,27,26.50,67,79.1,0,0,0,
27,Ghulam Ali (PAK),1993-1995,3,3,0,53,38,17.66,121,43.8,0,0,0,
28,Mafizur Rahman (BDESH),1997-1997,4,4,1,53,16,17.66,104,50.96,0,0,0,
29,Manjural Islam (BDESH),1999-2003,34,22,13,53,13,5.88,134,39.55,0,0,4,
30,WP Masakadza (ZIM),2015-2018,17,10,1,53,15,5.88,125,42.4,0,0,3,
31,Mohammad Sharif (BDESH),2001-2007,9,9,5,53,13*,13.25,102,51.96,0,0,1,
32,RAP Nissanka (SL),2001-2003,23,13,5,53,11,6.62,140,37.85,0,0,2,
33,DL Underwood (ENG),1973-1982,26,13,4,53,17,5.88,133,39.84,0,0,2,
34,CAK Walton (WI),2009-2017,9,8,0,53,19,6.62,86,61.62,0,0,4,
35,AJ Woodcock (AUS),1974-1974,1,1,0,53,53,53.00,67,79.1,0,1,0,
36,JE Brinkley (SCOT),1999-1999,5,5,0,52,23,10.40,118,44.06,0,0,1,
37,TK Canning (NZ),2003-2005,4,4,1,52,23*,17.33,73,71.23,0,0,1,
38,JS Malhotra (USA),2019-2019,5,5,0,52,18,10.40,71,73.23,0,0,1,
39,B Mavuta (ZIM),2018-2019,7,5,1,52,20,13.00,47,110.63,0,0,1,
40,AK Perera (SL),2013-2019,6,4,0,52,31,13.00,83,62.65,0,0,0,
41,N Pokana (PNG),2017-2019,14,9,4,52,11*,10.40,106,49.05,0,0,1,
42,Zahoor Khan (UAE),2017-2019,17,13,4,52,16,5.77,77,67.53,0,0,3,
43,CS Cowdrey (ENG),1985-1985,3,3,1,51,46*,25.50,46,110.86,0,0,1,
44,D Dasgupta (INDIA),2001-2001,5,4,1,51,24*,17.00,82,62.19,0,0,1,
45,AH Gray (WI),1985-1991,25,11,5,51,10*,8.50,77,66.23,0,0,1,
46,A Mithun (INDIA),2010-2011,5,3,0,51,24,17.00,55,92.72,0,0,0,
47,CA Pujara (INDIA),2013-2014,5,5,0,51,27,10.20,130,39.23,0,0,2,
48,KW Richardson (AUS),2013-2019,22,10,5,51,19,10.20,56,91.07,0,0,2,
49,BS Sandhu (INDIA),1982-1984,22,7,3,51,16*,12.75,97,52.57,0,0,2,
0,DE Bollinger (AUS),2009-2011,39,8,2,50,30,8.33,54,92.59,0,0,1,
1,NE Clarke (NL),1996-1996,5,5,0,50,32,10.00,112,44.64,0,0,2,
2,JG Heron (ZIM),1983-1983,6,6,0,50,18,8.33,163,30.67,0,0,1,
3,PA Horne (NZ),1987-1987,4,4,0,50,18,12.50,122,40.98,0,0,1,
4,J Lewis (ENG),2005-2007,13,8,2,50,17,8.33,63,79.36,0,0,0,
5,D Ravu (PNG),2017-2019,8,7,3,50,38*,12.50,79,63.29,0,0,2,
6,IM Stanger (SCOT),1999-2006,5,5,0,50,27,10.00,150,33.33,0,0,0,
7,CT Tremlett (ENG),2005-2011,15,11,4,50,19*,7.14,89,56.17,0,0,1,
8,Zeeshan Siddiqi (CAN),2012-2014,2,2,0,50,43,25.00,111,45.04,0,0,0,
9,ST Banerjee (INDIA),1991-1992,6,5,3,49,25*,24.50,42,116.66,0,0,0,
10,DB Close (ENG),1972-1972,3,3,0,49,43,16.33,50,98.0,0,0,0,
11,WW Daniel (WI),1978-1984,18,5,4,49,16*,49.00,56,87.5,0,0,0,
12,DJ Gandhi (INDIA),1999-2000,3,3,0,49,30,16.33,97,50.51,0,0,0,
13,CK Hooper (CAN),2007-2010,5,5,2,49,27,16.33,60,81.66,0,0,1,
14,Maninder Singh (INDIA),1983-1993,59,18,14,49,8*,12.25,90,54.44,0,0,1,
15,E Otieno (KENYA),2007-2014,26,17,7,49,11,4.90,136,36.02,0,0,5,
16,D Ranatunga (SL),1990-1990,4,4,0,49,25,12.25,156,31.41,0,0,1,
17,BA Reid (AUS),1986-1992,61,21,8,49,10,3.76,117,41.88,0,0,1,
18,GK Robertson (NZ),1981-1989,10,6,0,49,17,8.16,48,102.08,0,0,1,
19,MMC Schewe (NL),1996-1996,5,4,1,49,20,16.33,68,72.05,0,0,0,
20,SS Tiwary (INDIA),2010-2010,3,2,2,49,37*,-,56,87.5,0,0,0,
21,KEA Upashantha (SL),1995-2001,12,8,1,49,15,7.00,86,56.97,0,0,0,
22,Arafat Sunny (BDESH),2014-2015,16,11,7,48,15,12.00,92,52.17,0,0,1,
23,GG Arnold (ENG),1972-1975,14,6,3,48,18*,16.00,75,64.0,0,0,1,
24,JH Hampshire (ENG),1971-1972,3,3,1,48,25*,24.00,86,55.81,0,0,0,
25,RJ Harris (AUS),2009-2012,21,13,7,48,21,8.00,48,100.0,0,0,0,
26,Mohammad Irfan (PAK),2010-2016,60,33,21,48,12,4.00,149,32.21,0,0,8,
27,CB Mpofu (ZIM),2004-2019,83,40,20,48,6,2.40,202,23.76,0,0,7,
28,MW Pringle (SA),1992-1994,17,8,3,48,13*,9.60,56,85.71,0,0,1,
29,PC Strydom (SA),2000-2000,10,8,3,48,34,9.60,94,51.06,0,0,1,
30,MG Vandort (SL),2006-2006,1,1,0,48,48,48.00,117,41.02,0,0,0,
31,JJ Whitaker (ENG),1987-1987,2,2,1,48,44*,48.00,65,73.84,0,0,0,
32,Zafar Iqbal (PAK),1995-1995,8,6,0,48,18,8.00,62,77.41,0,0,1,
33,Zulqarnain Haider (PAK),2010-2010,4,4,2,48,19*,24.00,68,70.58,0,0,0,
34,A Codrington (CAN),2003-2007,9,8,0,47,16,5.87,92,51.08,0,0,2,
35,FA Dennis (CAN),1979-1979,3,3,0,47,25,15.66,171,27.48,0,0,0,
36,Fayyaz Ahmed (UAE),2014-2016,3,3,2,47,37*,47.00,100,47.0,0,0,0,
37,ER Fernando (SL),1975-1975,3,3,0,47,22,15.66,66,71.21,0,0,0,
38,L Ngidi (SA),2018-2019,22,9,6,47,19*,15.66,66,71.21,0,0,0,
39,Sarandeep Singh (INDIA),2002-2003,5,4,1,47,19,15.66,73,64.38,0,0,0,
40,BGK Walker (NZ),2000-2002,11,7,4,47,16*,15.66,79,59.49,0,0,0,
41,Jawahir Shah (EAf),1975-1975,3,3,0,46,37,15.33,114,40.35,0,0,0,
42,KK Nair (INDIA),2016-2016,2,2,0,46,39,23.00,88,52.27,0,0,0,
43,J Nyumbu (ZIM),2014-2015,19,14,4,46,18,4.60,89,51.68,0,0,3,
44,PP Ojha (INDIA),2008-2012,18,10,8,46,16*,23.00,112,41.07,0,0,0,
45,IR Redpath (AUS),1971-1975,5,5,0,46,24,9.20,67,68.65,0,0,1,
46,Skhawat Ali (HKG),2008-2014,4,4,0,46,28,11.50,109,42.2,0,0,1,
47,TB Sole (SCOT),2018-2019,10,7,1,46,20,7.66,43,106.97,0,0,0,
48,Azeem Hafeez (PAK),1983-1985,15,10,7,45,15,15.00,104,43.26,0,0,1,
49,M Karg (NAM),2003-2003,3,2,0,45,41,22.50,65,69.23,0,0,0,
0,DA Murray (WI),1973-1981,10,7,2,45,35,9.0,140,32.14,0,0,1,
1,GR Robertson (AUS),1994-1998,13,7,4,45,15,15.0,55,81.81,0,0,0,
2,S Thuraisingam (CAN),2003-2008,10,9,2,45,13,6.42,108,41.66,0,0,1,
3,PJ Wiseman (NZ),1998-2003,15,7,5,45,16,22.5,83,54.21,0,0,0,
4,VR Brown (NZ),1988-1988,3,3,0,44,32,14.66,85,51.76,0,0,0,
5,NA de Groot (CAN),2003-2003,6,6,0,44,17,7.33,127,34.64,0,0,3,
6,Golam Faruq (BDESH),1986-1990,5,4,2,44,23*,22.0,104,42.3,0,0,0,
7,AV Mankad (INDIA),1974-1974,1,1,0,44,44,44.0,61,72.13,0,0,0,
8,RD McCann (IRE),2010-2010,8,5,1,44,18,11.0,77,57.14,0,0,1,
9,BP Patterson (WI),1986-1993,59,20,15,44,13*,8.8,101,43.56,0,0,1,
10,RH Poonawala (UAE),1994-1994,2,2,0,44,22,22.0,56,78.57,0,0,0,
11,S Sreesanth (INDIA),2005-2011,53,21,10,44,10*,4.0,121,36.36,0,0,3,
12,JH Stander (SCOT),2009-2012,5,5,1,44,22*,11.0,75,58.66,0,0,1,
13,HR Bryan (WI),1999-1999,15,8,2,43,11,7.16,71,60.56,0,0,1,
14,Faisal Hossain (BDESH),2004-2010,6,5,1,43,17,10.75,91,47.25,0,0,1,
15,KHRK Fernando (SL),2002-2006,7,5,3,43,23*,21.5,72,59.72,0,0,0,
16,AR Kapoor (INDIA),1995-2000,17,6,0,43,19,7.16,63,68.25,0,0,3,
17,A Mishra (INDIA),2003-2016,36,11,3,43,14,5.37,82,52.43,0,0,2,
18,Salman Faris (UAE),2014-2014,3,3,0,43,27,14.33,79,54.43,0,0,1,
19,WN Slack (ENG),1986-1986,2,2,0,43,34,21.5,85,50.58,0,0,0,
20,GB Stevenson (ENG),1980-1981,4,4,3,43,28*,43.0,56,76.78,0,0,0,
21,SJ Swanepoel (NAM),2003-2003,5,5,0,43,23,8.6,94,45.74,0,0,0,
22,Anwar Hossain (BDESH),2002-2002,1,1,0,42,42,42.0,107,39.25,0,0,0,
23,Azmat Rana (PAK),1978-1978,2,2,1,42,22*,42.0,73,57.53,0,0,0,
24,MJ Fourie (IRE),2007-2008,7,5,3,42,19*,21.0,51,82.35,0,0,0,
25,GJ Gilmour (AUS),1974-1975,5,2,1,42,28*,42.0,39,107.69,0,0,0,
26,JN Maguire (AUS),1983-1984,23,11,5,42,14*,7.0,71,59.15,0,0,1,
27,JL Pattinson (AUS),2011-2015,15,8,4,42,13,10.5,80,52.5,0,0,0,
28,MH Richardson (NZ),2002-2002,4,4,0,42,26,10.5,97,43.29,0,0,1,
29,Shaheen Shah Afridi (PAK),2018-2019,19,8,6,42,19*,21.0,64,65.62,0,0,1,
30,JS Foster (ENG),2001-2002,11,6,3,41,13,13.66,71,57.74,0,0,0,
31,SP Heaney (CAN),2006-2006,4,4,0,41,19,10.25,92,44.56,0,0,0,
32,PA Hitchcock (NZ),2002-2008,14,7,3,41,11*,10.25,61,67.21,0,0,1,
33,Mehmood Quaraishy (EAf),1975-1975,3,3,1,41,19,20.5,154,26.62,0,0,0,
34,WP Saha (INDIA),2010-2014,9,5,2,41,16,13.66,56,73.21,0,0,0,
35,Shafiq Ahmed (PAK),1977-1978,3,3,0,41,29,13.66,91,45.05,0,0,0,
36,Taskin Ahmed (BDESH),2014-2017,32,16,6,41,14,4.1,99,41.41,0,0,3,
37,SR Welsh (CAN),2006-2008,3,3,1,41,32,20.5,78,52.56,0,0,0,
38,Bilal Asif (PAK),2015-2015,3,3,0,40,38,13.33,49,81.63,0,0,1,
39,PC Connell (IRE),2008-2010,13,5,3,40,22*,20.0,73,54.79,0,0,1,
40,DR Hadlee (NZ),1973-1976,11,7,2,40,20,8.0,85,47.05,0,0,3,
41,Khaliq Dad (AFG),2009-2010,6,4,1,40,20,13.33,69,57.97,0,0,1,
42,S Lamichhane (NEPAL),2018-2019,6,5,1,40,15,10.0,69,57.97,0,0,0,
43,PS Masvaure (ZIM),2018-2018,2,2,0,40,39,20.0,60,66.66,0,0,0,
44,Mohammad Nadeem (OMAN),2019-2019,4,3,1,40,29*,20.0,89,44.94,0,0,0,
45,ML Patel (KENYA),2004-2006,3,3,0,40,25,13.33,95,42.1,0,0,1,
46,SJ Rixon (AUS),1978-1985,6,6,3,40,20*,13.33,98,40.81,0,0,1,
47,DJ ter Braak (NL),2018-2018,2,2,0,40,39,20.0,94,42.55,0,0,0,
48,MR Whitney (AUS),1983-1993,38,13,7,40,9*,6.66,90,44.44,0,0,1,
49,GA Briant (ZIM),1993-1993,5,5,2,39,16,13.0,69,56.52,0,0,1,
0,YS Chahal (INDIA),2016-2019,50,8,3,39,18*,7.80,72,54.16,0,0,1,
1,SS Das (INDIA),2001-2002,4,4,1,39,30,13.00,77,50.64,0,0,0,
2,KSC de Silva (SL),1996-2000,38,19,13,39,13*,6.50,92,42.39,0,0,4,
3,DR Gilbert (AUS),1986-1986,14,8,3,39,8,7.80,102,38.23,0,0,0,
4,Iqbal Qasim (PAK),1977-1988,15,7,1,39,13,6.50,90,43.33,0,0,2,
5,BA King (WI),2019-2019,1,1,0,39,39,39.00,56,69.64,0,0,0,
6,N Kruger (NL),2011-2011,2,2,0,39,34,19.50,75,52.0,0,0,0,
7,GD Lloyd (ENG),1996-1998,6,5,1,39,22,9.75,80,48.75,0,0,2,
8,TBA May (AUS),1987-1995,47,12,8,39,15,9.75,52,75.0,0,0,0,
9,LS Pascoe (AUS),1977-1982,29,11,7,39,15*,9.75,102,38.23,0,0,2,
10,Ramveer Rai (UAE),2004-2004,1,1,0,39,39,39.00,124,31.45,0,0,0,
11,RH Scholte (NL),2002-2003,5,5,0,39,12,7.80,135,28.88,0,0,0,
12,A Shahzad (ENG),2010-2011,11,8,2,39,9,6.50,60,65.0,0,0,0,
13,SN Thakur (INDIA),2017-2019,7,3,2,39,22*,39.00,22,177.27,0,0,1,
14,Zulfiqar Ali (EAf),1975-1975,3,3,1,39,30,19.50,76,51.31,0,0,0,
15,JT Ball (ENG),2016-2018,18,6,2,38,28,9.50,49,77.55,0,0,2,
16,CJD Chappell (CAN),1979-1979,3,3,0,38,19,12.66,143,26.57,0,0,0,
17,PP Chawla (INDIA),2007-2011,25,12,5,38,13*,5.42,58,65.51,0,0,1,
18,CKB Kulasekara (SL),2011-2012,4,3,0,38,19,12.66,72,52.77,0,0,1,
19,PJ Martin (ENG),1995-1998,20,13,7,38,6,6.33,53,71.69,0,0,0,
20,Mohammad Aslam (UAE),1996-1996,4,4,0,38,23,9.50,73,52.05,0,0,0,
21,N M'shangwe (ZIM),2011-2014,6,6,1,38,16,7.60,45,84.44,0,0,1,
22,SS Naik (INDIA),1974-1974,2,2,0,38,20,19.00,68,55.88,0,0,0,
23,Najeeb Amar (HKG),2004-2008,4,4,1,38,21,12.66,64,59.37,0,0,1,
24,GH O'Brien (BMUDA),2006-2008,9,7,0,38,16,5.42,54,70.37,0,0,2,
25,CAH Stevenson (USA),2019-2019,4,4,1,38,34*,12.66,44,86.36,0,0,1,
26,S Walusimbi (EAf),1975-1975,3,3,0,38,16,12.66,126,30.15,0,0,0,
27,PN Webb (NZ),1983-1984,5,5,1,38,10*,9.50,101,37.62,0,0,0,
28,Zeeshan Maqsood (OMAN),2019-2019,5,5,1,38,21,9.50,74,51.35,0,0,1,
29,JR Hazlewood (AUS),2010-2018,44,13,11,37,11*,18.50,57,64.91,0,0,1,
30,MP Jarvis (ZIM),1987-1995,12,5,3,37,17,18.50,67,55.22,0,0,0,
31,TS Kamunhukamwe (ZIM),2018-2019,3,3,0,37,34,12.33,50,74.0,0,0,1,
32,TS Roland-Jones (ENG),2017-2017,1,1,1,37,37*,-,37,100.0,0,0,0,
33,Saiful Islam (BDESH),1990-1997,7,4,2,37,22*,18.50,59,62.71,0,0,0,
34,Shahid Anwar (PAK),1996-1996,1,1,0,37,37,37.00,44,84.09,0,0,0,
35,DJ White (NZ),1990-1990,3,3,0,37,15,12.33,97,38.14,0,0,0,
36,Ankur Vasishta (HKG),2014-2014,4,4,1,36,18,12.00,69,52.17,0,0,0,
37,M Bhanuka (SL),2019-2019,1,1,0,36,36,36.00,39,92.3,0,0,0,
38,PW Gunaratne (SL),2002-2003,23,8,3,36,15*,7.20,63,57.14,0,0,2,
39,MF Malone (AUS),1977-1982,10,7,3,36,15*,9.00,63,57.14,0,0,0,
40,G Mylvaganam (UAE),1996-1996,3,3,0,36,23,12.00,92,39.13,0,0,1,
41,AR Pitcher (BMUDA),2006-2007,4,4,0,36,30,9.00,89,40.44,0,0,0,
42,KR Pushpakumara (SL),1994-1999,31,9,5,36,14*,9.00,52,69.23,0,0,2,
43,Saleem Jaffar (PAK),1986-1990,39,13,11,36,10*,18.00,73,49.31,0,0,2,
44,RB Simpson (AUS),1978-1978,2,2,0,36,23,18.00,53,67.92,0,0,0,
45,LO Tikolo (KENYA),1996-1996,3,2,2,36,25*,-,75,48.0,0,0,0,
46,JO Troughton (ENG),2003-2003,6,5,1,36,20,9.00,76,47.36,0,0,1,
47,B Bhandari (NEPAL),2019-2019,3,3,0,35,21,11.66,77,45.45,0,0,0,
48,PKD Chase (IRE),2015-2018,25,16,6,35,14,3.50,56,62.5,0,0,7,
49,H Durham (BMUDA),2006-2006,9,7,3,35,11,8.75,105,33.33,0,0,0,
0,G Dymock (AUS),1974-1980,15,7,4,35,14*,11.66,82,42.68,0,0,1,
1,Joginder Sharma (INDIA),2004-2007,4,3,2,35,29*,35.00,30,116.66,0,0,0,
2,C McAuslan (HKG),2017-2017,2,2,0,35,27,17.50,72,48.61,0,0,0,
3,Nazmul Hossain (BDESH),2004-2012,38,21,13,35,6*,4.37,128,27.34,0,0,4,
4,JO Ngoche (KENYA),2010-2013,17,11,4,35,21*,5.00,85,41.17,0,0,4,
5,KT Sandher (CAN),2006-2007,15,10,4,35,12,5.83,107,32.71,0,0,1,
6,AR Tait (NZ),1998-1999,5,5,2,35,13*,11.66,32,109.37,0,0,0,
7,SD Udal (ENG),1994-2005,11,7,4,35,11*,11.66,46,76.08,0,0,1,
8,MWA van Nierop (NL),2006-2006,2,2,1,35,31*,35.00,49,71.42,0,0,0,
9,SM Warnapura (SL),2007-2008,3,3,0,35,30,11.66,76,46.05,0,0,1,
10,Zulfiqar Babar (PAK),2014-2015,5,5,3,35,14*,17.50,40,87.5,0,0,0,
11,RP Alexander (USA),2004-2004,2,2,0,34,26,17.00,75,45.33,0,0,0,
12,SA Ankola (INDIA),1989-1997,20,13,4,34,9,3.77,42,80.95,0,0,5,
13,Ata-ur-Rehman (PAK),1992-1996,30,13,6,34,11*,4.85,76,44.73,0,0,2,
14,Atiq-uz-Zaman (PAK),2000-2000,3,3,1,34,18,17.00,36,94.44,0,0,0,
15,ID Austin (ENG),1998-1999,9,6,1,34,11*,6.80,49,69.38,0,0,0,
16,RO Collinge (NZ),1973-1978,15,9,3,34,9,5.66,62,54.83,0,0,1,
17,RMS Eranga (SL),2011-2016,19,11,8,34,12*,11.33,64,53.12,0,0,1,
18,BN French (ENG),1985-1988,13,8,3,34,9*,6.80,71,47.88,0,0,2,
19,AS Luseno (KENYA),2003-2010,10,9,7,34,16*,17.00,50,68.0,0,0,1,
20,M Mbangwa (ZIM),1996-2002,29,13,6,34,11,4.85,56,60.71,0,0,2,
21,Mohammad Asif (Asia/PAK),2005-2010,38,16,7,34,6,3.77,100,34.0,0,0,3,
22,CG Rackemann (AUS),1983-1991,52,18,6,34,9*,2.83,77,44.15,0,0,6,
23,TT Smart (HKG),2004-2004,2,2,0,34,25,17.00,94,36.17,0,0,0,
24,Fayyaz Butt (OMAN),2019-2019,5,3,1,33,32*,16.50,42,78.57,0,0,1,
25,T Gibbons (BMUDA),2006-2006,2,2,0,33,33,16.50,98,33.67,0,0,1,
26,LWS Kaluperuma (SL),1975-1982,4,3,3,33,14*,-,60,55.0,0,0,0,
27,RR Kulkarni (INDIA),1983-1987,10,5,3,33,15,16.50,39,84.61,0,0,0,
28,RJ McCurdy (AUS),1985-1985,11,6,2,33,13*,8.25,71,46.47,0,0,1,
29,GE Peckover (ZIM),1983-1983,3,3,1,33,16*,16.50,54,61.11,0,0,0,
30,PARP Perera (SL),2019-2019,2,2,0,33,33,16.50,58,56.89,0,0,1,
31,TL Seifert (NZ),2019-2019,3,2,0,33,22,16.50,27,122.22,0,0,0,
32,AS Wassan (INDIA),1990-1991,9,6,2,33,16,8.25,56,58.92,0,0,1,
33,TM Alderman (AUS),1981-1991,65,18,6,32,9*,2.66,97,32.98,0,0,6,
34,RE Bryson (SA),1997-1997,7,4,3,32,17*,32.00,25,128.0,0,0,0,
35,BFW de Leede (NL),2018-2019,3,3,0,32,30,10.66,75,42.66,0,0,1,
36,BP Kruger (NL),2010-2011,5,3,0,32,15,10.66,50,64.0,0,0,0,
37,SLV Raju (INDIA),1990-1996,53,16,8,32,8,4.00,67,47.76,0,0,4,
38,JD Siddons (AUS),1988-1988,1,1,0,32,32,32.00,37,86.48,0,0,0,
39,SP Terry (IRE),2016-2016,5,5,0,32,16,6.40,67,47.76,0,0,1,
40,Amir Hayat (UAE),2018-2019,9,6,3,31,24*,10.33,73,42.46,0,0,1,
41,BS Bedi (INDIA),1974-1979,10,7,2,31,13,6.20,70,44.28,0,0,1,
42,HM Goonatilleke (SL),1982-1982,6,4,3,31,14*,31.00,58,53.44,0,0,0,
43,PW Jarvis (ENG),1988-1993,16,8,2,31,16*,5.16,39,79.48,0,0,2,
44,C Jonker (SA),2018-2018,2,2,0,31,25,15.50,33,93.93,0,0,0,
45,GC Martin (ZIM),1994-1995,5,4,0,31,16,7.75,65,47.69,0,0,0,
46,MN Nawaz (SL),1998-2002,3,3,1,31,15*,15.50,71,43.66,0,0,0,
47,JD Nel (SCOT),2006-2010,19,10,8,31,11*,15.50,54,57.4,0,0,1,
48,PADLR Sandakan (SL),2016-2019,21,12,4,31,6,3.87,88,35.22,0,0,2,
49,MM Sharma (INDIA),2013-2015,26,9,5,31,11,7.75,66,46.96,0,0,1,
