Id,MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
1685,120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0,1220,
1686,80,RL,9434,Inside,1Fam,5,2004,2005,WdShing,0,384,
1687,60,RL,7984,Inside,1Fam,5,2004,2005,VinylSd,0,868,
1688,60,RL,10125,Inside,1Fam,5,2004,2004,VinylSd,0,846,
1689,60,RL,8965,Inside,1Fam,5,2003,2003,VinylSd,0,782,
1690,60,RL,8174,Inside,1Fam,5,2003,2003,VinylSd,0,698,
1691,60,RL,12891,Corner,1Fam,5,2002,2002,VinylSd,0,870,
1692,80,RL,9734,Inside,1Fam,5,2004,2004,VinylSd,113,384,
1693,60,RL,8433,Inside,1Fam,5,2000,2000,VinylSd,0,794,
1694,80,RL,7750,Inside,1Fam,5,1999,2000,VinylSd,0,384,
1695,60,RL,15896,CulDSac,1Fam,5,1999,1999,VinylSd,0,1177,
1696,80,RL,7848,Inside,1Fam,6,1999,1999,VinylSd,0,384,
1697,60,RL,12720,Inside,1Fam,5,2000,2000,VinylSd,0,1455,
1698,20,RL,10750,CulDSac,1Fam,5,1994,1995,Wd Sdng,1526,2024,
1699,60,RL,9085,Inside,1Fam,5,1995,1996,VinylSd,0,1070,
1700,60,RL,11692,Inside,1Fam,5,1993,1994,HdBoard,0,1173,
1701,20,RL,11194,Inside,1Fam,5,2008,2008,VinylSd,0,1696,
1702,20,RL,10206,Inside,1Fam,5,2008,2008,VinylSd,0,1614,
1703,20,RL,10130,Inside,1Fam,5,2007,2007,VinylSd,0,1702,
1704,20,RL,9139,Inside,1Fam,5,2006,2006,VinylSd,0,1422,
1705,20,RL,11128,Corner,1Fam,5,2005,2006,VinylSd,0,2458,
1706,20,FV,7993,Inside,1Fam,5,2008,2009,VinylSd,0,1436,
1707,20,FV,8640,Inside,1Fam,5,2008,2008,VinylSd,0,1402,
1708,20,FV,12606,Inside,1Fam,5,2007,2008,VinylSd,0,1530,
1709,20,FV,7500,Inside,1Fam,5,2006,2007,VinylSd,0,1372,
1710,60,FV,10603,Inside,1Fam,5,2006,2006,VinylSd,0,900,
1711,20,FV,8125,Corner,1Fam,5,2008,2009,VinylSd,0,1836,
1712,20,FV,10625,Inside,1Fam,5,2006,2007,VinylSd,0,1652,
1713,20,FV,8736,Inside,1Fam,5,2003,2004,VinylSd,360,1553,
1714,60,FV,8127,Inside,1Fam,5,2003,2003,VinylSd,0,812,
1715,20,RL,9605,Corner,1Fam,6,2007,2007,VinylSd,0,1218,
1716,20,RL,7500,Inside,1Fam,5,2006,2006,VinylSd,0,1141,
1717,20,RL,7500,Inside,1Fam,5,2004,2004,VinylSd,0,1158,
1718,60,RL,10628,Corner,1Fam,5,2004,2004,VinylSd,0,835,
1719,20,RL,10141,Inside,1Fam,5,2004,2004,VinylSd,774,1512,
1720,20,RL,13072,Inside,1Fam,5,2004,2005,VinylSd,0,1114,
1721,20,RL,13072,Inside,1Fam,5,2004,2004,VinylSd,0,1114,
1722,20,RL,12450,Inside,1Fam,5,2003,2004,VinylSd,0,1114,
1723,20,RL,7328,Inside,1Fam,5,2008,2009,VinylSd,0,1450,
1724,60,RL,11492,CulDSac,1Fam,5,1996,1997,VinylSd,0,913,
1725,60,RL,7703,Inside,1Fam,6,1992,1992,HdBoard,364,816,
1726,120,RL,7175,Inside,TwnhsE,5,1990,1991,Plywood,0,1332,
1727,60,RL,9109,Inside,1Fam,5,1994,1994,VinylSd,596,754,
1728,60,RL,10274,CulDSac,1Fam,7,1986,1986,VinylSd,0,676,
1729,90,RL,8250,Inside,Duplex,7,1981,1981,Wd Sdng,0,0,
1730,20,RL,9750,Inside,1Fam,5,1962,1962,HdBoard,884,980,
1731,20,RL,8499,Corner,1Fam,6,1961,1961,MetalSd,0,864,
1732,20,RL,9079,Inside,1Fam,5,1961,1961,Wd Sdng,0,864,
1733,20,RL,9316,Inside,1Fam,5,1965,1965,HdBoard,0,1024,
1734,20,RL,7791,Inside,1Fam,8,1963,1995,Plywood,0,912,
1735,20,RL,7150,Inside,1Fam,6,1962,1962,VinylSd,590,912,
1736,20,RL,15676,Inside,1Fam,8,1980,1980,VinylSd,92,2014,
1737,60,RL,11949,Inside,1Fam,8,1991,2008,VinylSd,216,975,
1738,160,FV,2880,Inside,Twnhs,5,2004,2005,MetalSd,0,1376,
1739,120,FV,3830,Inside,TwnhsE,5,2008,2008,VinylSd,0,1726,
1740,120,FV,4217,Inside,TwnhsE,5,2008,2008,VinylSd,0,1145,
1741,160,FV,2998,Inside,TwnhsE,5,2000,2000,MetalSd,0,756,
1742,160,FV,3768,FR2,TwnhsE,5,1999,1999,MetalSd,0,691,
1743,20,RL,14694,Inside,1Fam,9,1977,2008,MetalSd,136,1694,
1744,20,RL,15417,Inside,1Fam,5,1981,1981,BrkFace,0,1740,
1745,80,RL,9600,FR2,1Fam,5,1976,1976,Plywood,0,392,
1746,60,RL,12732,CulDSac,1Fam,6,1974,1974,VinylSd,42,752,
1747,60,RL,10400,Inside,1Fam,7,1967,1997,MetalSd,0,932,
1748,20,RL,9600,Inside,1Fam,5,1969,1969,HdBoard,147,1288,
1749,20,RL,9000,Inside,1Fam,5,1969,1969,HdBoard,0,1216,
1750,60,RL,13774,Inside,1Fam,7,1977,1992,HdBoard,0,908,
1751,20,RL,7130,Inside,1Fam,6,1967,1967,HdBoard,0,864,
1752,20,RL,9600,Inside,1Fam,5,1967,1967,HdBoard,0,1568,
1753,60,RL,9600,Inside,1Fam,5,1974,1974,Plywood,0,1165,
1754,85,RL,16500,Inside,1Fam,5,1971,1971,HdBoard,0,1232,
1755,20,RL,7436,Inside,1Fam,7,1960,1960,VinylSd,0,894,
1756,20,RL,8125,Inside,1Fam,7,1959,1959,MetalSd,0,864,
1757,20,RL,9450,Corner,1Fam,5,1957,1957,Wd Sdng,0,1040,
1758,20,RL,13495,Corner,1Fam,6,1956,1956,Wd Sdng,201,1048,
1759,20,RL,9350,Inside,1Fam,6,1961,1995,Wd Sdng,512,1313,
1760,20,RL,10500,Inside,1Fam,5,1964,1964,HdBoard,0,1292,
1761,60,RL,8970,Corner,1Fam,6,1965,1965,MetalSd,0,744,
1762,80,RL,11475,Corner,1Fam,6,1961,1961,HdBoard,0,1208,
1763,20,RL,9768,Inside,1Fam,5,1955,1955,Wd Sdng,247,960,
1764,20,RL,9900,Inside,1Fam,5,1967,1967,BrkComm,0,1680,
1765,20,RL,10573,Corner,1Fam,6,1961,1961,MetalSd,0,1453,
1766,20,RL,14695,Inside,1Fam,8,1966,2008,MetalSd,0,1562,
1767,20,RL,8760,Inside,1Fam,7,1956,1956,Wd Sdng,0,1169,
1768,20,RL,12285,Inside,1Fam,6,1960,1960,Plywood,0,1329,
1769,20,RL,9240,Inside,1Fam,8,1959,1998,MetalSd,0,988,
1770,20,RL,8750,Inside,1Fam,5,1956,1956,BrkFace,202,1202,
1771,20,RL,8750,Inside,1Fam,5,1955,1955,AsbShng,483,1382,
1772,20,RL,10400,Corner,1Fam,5,1956,1956,Plywood,750,1200,
1773,90,RL,9482,Inside,Duplex,4,1958,1958,Wd Sdng,0,1866,
1774,20,RL,8128,CulDSac,1Fam,7,1954,1954,MetalSd,0,1062,
1775,20,RL,13070,Corner,1Fam,5,1951,1951,MetalSd,0,631,
1776,30,RL,8480,Corner,1Fam,6,1945,1950,MetalSd,0,793,
1777,20,RL,7626,Inside,1Fam,8,1952,2005,Wd Sdng,0,1031,
1778,20,RL,9533,Inside,1Fam,5,1953,1953,Wd Sdng,0,0,
1779,60,RL,11419,Corner,1Fam,7,1948,1999,WdShing,0,699,
1780,20,RL,9600,Inside,1Fam,6,1950,1950,Wd Sdng,0,1200,
1781,20,RL,5470,Inside,1Fam,5,1958,1958,MetalSd,0,792,
1782,60,RL,10800,Inside,1Fam,7,1939,2006,VinylSd,0,676,
1783,70,RL,8146,Corner,1Fam,8,1900,2003,MetalSd,0,405,
1784,30,RL,10230,Inside,1Fam,7,1925,1950,MetalSd,0,1054,
1785,50,RL,10410,Inside,1Fam,5,1915,1950,MetalSd,0,1313,
1786,70,RL,7200,Corner,1Fam,9,1910,2008,VinylSd,0,560,
1787,30,RL,5400,Inside,1Fam,5,1940,1950,Stucco,0,416,
1788,30,RL,10800,Inside,1Fam,7,1920,1950,Wd Sdng,0,720,
1789,30,RL,10800,Corner,1Fam,5,1890,1998,VinylSd,0,630,
1790,90,RL,9671,Corner,Duplex,5,1969,1969,MetalSd,0,1248,
1791,20,RL,10143,Inside,1Fam,7,1963,1963,HdBoard,0,1380,
1792,20,RL,11500,Inside,1Fam,4,1967,1967,HdBoard,60,1040,
1793,20,RL,8010,Inside,1Fam,9,1958,2007,Wd Sdng,0,951,
1794,20,RL,10454,Corner,1Fam,6,1957,1957,Plywood,0,1105,
1795,20,RL,9000,Inside,1Fam,6,1958,1958,Wd Sdng,0,160,
1796,50,RL,8064,Inside,1Fam,5,1950,1950,Wd Sdng,0,795,
1797,20,RL,7350,Inside,1Fam,6,1958,1958,BrkFace,0,1041,
1798,20,RL,7200,Corner,1Fam,7,1952,1952,MetalSd,102,732,
1799,80,RL,8000,Inside,1Fam,5,1959,1959,BrkFace,95,528,
1800,50,RL,10800,Inside,1Fam,7,1949,1996,MetalSd,0,832,
1801,50,RL,8064,Corner,1Fam,7,1948,1994,MetalSd,0,864,
1802,60,RL,7570,Corner,1Fam,5,1964,1964,HdBoard,0,780,
1803,90,RL,8604,Inside,Duplex,7,1978,1978,Plywood,0,941,
1804,20,RL,7936,Inside,1Fam,6,1963,1963,HdBoard,0,1045,
1805,50,RM,4080,Inside,1Fam,8,1935,1998,Wd Sdng,0,901,
1806,90,RM,10307,Inside,Duplex,5,1910,1950,Wd Sdng,0,972,
1807,50,RM,15660,Inside,1Fam,8,1910,2003,VinylSd,0,240,
1808,70,RM,9900,Corner,1Fam,8,1910,2002,VinylSd,0,504,
1809,70,RM,6406,Inside,1Fam,6,1939,1950,Wd Sdng,0,690,
1810,190,RM,7627,Corner,2fmCon,6,1920,1950,AsbShng,0,600,
1811,50,RM,10134,Inside,1Fam,5,1910,1950,MetalSd,0,801,
1812,50,RM,6000,Inside,1Fam,7,1950,1970,Wd Sdng,0,768,
1813,30,RM,7404,Corner,1Fam,6,1920,1950,MetalSd,0,861,
1814,30,RM,5925,Corner,1Fam,4,1940,1950,MetalSd,0,0,
1815,30,RM,8520,Inside,1Fam,8,1923,1950,Stucco,0,624,
1816,70,RM,9600,Inside,1Fam,4,1910,1950,VinylSd,0,677,
1817,70,RM,8400,Corner,1Fam,7,1900,1950,Stucco,0,917,
1818,70,RM,3600,Inside,1Fam,7,1917,2007,Stucco,0,624,
1819,30,C (all),3300,Inside,1Fam,3,1910,1950,Stucco,0,624,
1820,50,RM,5400,Inside,1Fam,6,1920,1950,MetalSd,0,972,
1821,70,RM,9720,Inside,1Fam,7,1910,2002,MetalSd,0,741,
1822,30,C (all),9392,Corner,1Fam,3,1900,1950,AsbShng,0,245,
1823,30,RL,6615,Inside,1Fam,6,1923,1950,MetalSd,0,1022,
1824,70,RL,4960,Inside,1Fam,7,1930,1982,WdShing,0,297,
1825,50,RM,6000,Corner,1Fam,5,1924,1950,Stucco,0,468,
1826,30,RM,6120,Inside,1Fam,6,1925,1999,MetalSd,0,960,
1827,50,RM,6120,Inside,1Fam,6,1938,1950,Wd Sdng,0,952,
1828,30,RM,8635,Inside,1Fam,5,1925,1950,Wd Sdng,0,1072,
1829,70,RM,8094,Inside,1Fam,6,1915,1950,MetalSd,0,1048,
1830,70,RM,9928,Inside,1Fam,8,1915,1994,Wd Sdng,0,672,
1831,90,RM,3000,Inside,Duplex,1,1922,1950,MetalSd,0,1040,
1832,70,RM,6876,Inside,1Fam,5,1927,1950,Plywood,0,720,
1833,70,RM,5775,Corner,1Fam,7,1915,2002,Wd Sdng,0,483,
1834,190,RM,5852,Corner,2fmCon,5,1902,2000,MetalSd,0,1020,
1835,50,RM,5160,Corner,1Fam,6,1927,1950,MetalSd,0,1204,
1836,85,RM,5160,Inside,1Fam,6,1923,1950,MetalSd,63,858,
1837,190,RM,10320,Inside,2fmCon,7,1915,1965,MetalSd,262,698,
1838,20,RL,4280,Inside,1Fam,9,1946,2001,MetalSd,0,560,
1839,90,RL,10800,Inside,Duplex,5,1987,1988,Plywood,0,1200,
1840,90,RL,10547,Inside,Duplex,5,1978,1978,Plywood,0,1152,
1841,50,RL,9780,Inside,1Fam,3,1934,1950,MetalSd,0,585,
1842,20,RL,11625,Inside,1Fam,6,1967,1967,HdBoard,0,1052,
1843,85,RL,8014,CulDSac,1Fam,5,1978,1978,Plywood,0,456,
1844,80,RL,15400,Inside,1Fam,5,1961,1961,HdBoard,0,552,
1845,80,RL,15312,Inside,1Fam,5,1960,1960,Wd Sdng,0,1138,
1846,80,RL,15584,Inside,1Fam,5,1956,1956,Wd Sdng,0,825,
1847,20,RL,9000,Corner,1Fam,2,1947,1950,Wd Sdng,0,0,
1848,20,RL,15635,CulDSac,1Fam,5,1954,1954,VinylSd,0,0,
1849,20,RL,9571,Inside,1Fam,5,1956,1956,MetalSd,0,1073,
1850,60,RL,9350,Inside,1Fam,7,1946,1950,MetalSd,0,747,
1851,20,RL,7440,Inside,1Fam,6,1954,1954,Wd Sdng,0,1089,
1852,120,RL,4235,Inside,TwnhsE,5,1984,1984,HdBoard,393,1049,
1853,80,RL,10778,Inside,1Fam,6,1990,1991,HdBoard,286,1054,
1854,80,RL,19255,Inside,1Fam,5,1983,1983,Wd Sdng,450,520,
1855,60,RL,10560,Corner,1Fam,5,1993,1994,VinylSd,0,1079,
1856,70,RL,26400,FR2,1Fam,7,1880,2007,HdBoard,0,0,
1857,90,RL,7018,Inside,Duplex,5,1979,1979,HdBoard,0,0,
1858,90,RL,7018,Inside,Duplex,5,1979,1979,HdBoard,0,0,
1859,90,RL,7040,Inside,Duplex,5,1979,1979,Plywood,0,1094,
1860,90,RL,7007,Inside,Duplex,5,1979,1979,HdBoard,0,0,
1861,90,RL,11855,Inside,Duplex,5,2000,2000,VinylSd,0,1168,
1862,90,RL,7939,Inside,Duplex,5,2000,2000,VinylSd,0,1168,
1863,90,RL,7976,Inside,Duplex,5,2000,2000,VinylSd,0,1168,
1864,20,RL,10933,Inside,1Fam,5,2009,2009,VinylSd,0,1555,
1865,20,RL,10816,Inside,1Fam,5,2008,2008,VinylSd,0,1720,
1866,20,RL,9178,Inside,1Fam,5,2008,2008,VinylSd,0,1468,
1867,20,RL,11422,Inside,1Fam,5,2007,2008,VinylSd,0,1838,
1868,20,RL,6762,Inside,1Fam,5,2007,2007,VinylSd,0,1282,
1869,20,RL,10324,Corner,1Fam,5,2008,2008,VinylSd,0,1254,
1870,20,RL,11645,Inside,1Fam,5,2005,2006,VinylSd,0,1498,
1871,60,RL,11646,Inside,1Fam,5,2005,2006,VinylSd,0,704,
1872,60,RL,16698,CulDSac,1Fam,5,1992,1993,VinylSd,0,1449,
1873,20,RL,9757,Inside,1Fam,7,1994,1994,VinylSd,0,990,
1874,20,RL,14753,Inside,1Fam,5,1998,1998,VinylSd,0,1463,
1875,60,RL,8750,Inside,1Fam,5,1998,1998,VinylSd,0,928,
1876,20,RL,10739,Inside,1Fam,5,2002,2001,VinylSd,0,1431,
1877,20,RL,11166,Inside,1Fam,5,2001,2001,VinylSd,0,1492,
1878,20,RL,16269,CulDSac,1Fam,5,1978,1978,MetalSd,0,907,
1879,20,RL,6950,Inside,1Fam,7,1979,1979,HdBoard,72,914,
1880,20,RL,11664,Corner,1Fam,5,2002,2002,VinylSd,0,1569,
1881,60,RL,12334,Inside,1Fam,5,2003,2003,VinylSd,0,1068,
1882,60,RL,8749,Inside,1Fam,5,2002,2002,VinylSd,0,840,
1883,60,RL,11250,Corner,1Fam,5,2001,2001,VinylSd,0,944,
1884,20,RL,15750,FR3,1Fam,5,1999,2000,VinylSd,0,1462,
1885,20,RL,12782,Inside,1Fam,5,2002,2003,HdBoard,0,1822,
1886,20,RL,8750,Inside,1Fam,5,1997,1998,VinylSd,0,1417,
1887,20,RL,10200,Inside,1Fam,5,2007,2007,VinylSd,0,1578,
1888,60,RL,11069,Corner,1Fam,5,2007,2007,VinylSd,0,608,
1889,20,RL,10682,Inside,1Fam,6,1960,1971,HdBoard,0,1014,
1890,180,RM,3675,Inside,TwnhsE,5,2005,2006,VinylSd,0,547,
1891,20,RL,6410,Inside,1Fam,5,1959,1959,AsbShng,243,876,
1892,20,RL,11767,Inside,1Fam,5,1950,1950,MetalSd,0,1078,
1893,90,RL,10926,Inside,Duplex,5,1959,1959,VinylSd,0,1678,
1894,20,RL,11767,Inside,1Fam,5,1956,1956,HdBoard,0,1150,
1895,50,RL,8212,Inside,1Fam,6,1941,1950,Wd Sdng,0,720,
1896,50,RH,6300,Corner,1Fam,4,1938,1950,MetalSd,0,832,
1897,70,RL,5707,Inside,1Fam,6,1935,1950,Wd Sdng,0,583,
1898,30,RL,8574,Inside,1Fam,8,1916,2000,Stucco,0,816,
1899,70,RL,7155,Inside,1Fam,8,1918,1990,Wd Sdng,0,600,
1900,50,RL,13680,Inside,1Fam,6,1940,1950,Wd Sdng,0,840,
1901,20,RL,14680,Inside,1Fam,4,1960,1960,MetalSd,0,1273,
1902,90,RL,8145,Corner,Duplex,6,1940,1950,Wd Sdng,0,920,
1903,20,RL,9100,Inside,1Fam,6,1954,1954,BrkFace,694,1112,
1904,20,RL,13339,Inside,1Fam,6,1960,1960,HdBoard,875,1561,
1905,50,RL,15600,Inside,1Fam,7,1949,2005,BrkComm,507,1067,
1906,20,RL,17500,Corner,1Fam,5,1954,1954,HdBoard,435,1310,
1907,160,RM,1733,Inside,Twnhs,6,1980,1980,MetalSd,0,516,
1908,160,RM,1488,Inside,TwnhsE,6,1980,1992,MetalSd,0,561,
1909,160,RM,1612,Inside,Twnhs,6,1980,1980,MetalSd,0,561,
1910,80,RL,13607,Inside,1Fam,6,1986,1986,VinylSd,0,572,
1911,20,RL,17597,Inside,1Fam,9,1971,2009,BrkFace,419,1803,
1912,70,RM,8660,Inside,1Fam,6,1900,1993,AsbShng,0,760,
1913,30,C (all),10200,Inside,1Fam,6,1925,1950,MetalSd,0,572,
1914,120,RM,3843,Inside,TwnhsE,5,2007,2008,CemntBd,0,1596,
1915,30,,21780,Inside,1Fam,4,1910,1950,Wd Sdng,0,0,
1916,60,RL,10125,Inside,1Fam,5,2000,2001,CemntBd,250,1107,
1917,85,RL,9750,Inside,1Fam,6,1977,1977,Plywood,0,902,
1918,85,RL,9360,Inside,1Fam,7,1977,1977,Plywood,116,957,
1919,20,RL,11070,Inside,1Fam,5,1991,1991,HdBoard,0,1582,
1920,20,RL,13438,Corner,1Fam,5,2008,2008,CemntBd,0,2190,
1921,20,RL,14463,Corner,1Fam,5,2008,2008,CemntBd,0,1641,
1922,60,RL,9839,CulDSac,1Fam,8,1980,2006,MetalSd,0,712,
1923,80,RL,14419,Corner,1Fam,5,1987,1989,Plywood,624,1645,
1924,60,RL,9157,Corner,1Fam,5,2003,2003,VinylSd,0,912,
1925,20,RL,12633,Inside,1Fam,5,2007,2007,CemntBd,0,1978,
1926,20,RL,12518,Inside,1Fam,7,1968,1968,HdBoard,0,1008,
1927,20,RL,13383,Inside,1Fam,5,1969,2000,HdBoard,0,1188,
1928,85,RL,7689,Inside,1Fam,8,1972,1972,MetalSd,76,796,
1929,80,RL,7706,Inside,1Fam,5,1993,1996,HdBoard,270,384,
1930,85,RL,7669,Inside,1Fam,6,1992,1993,HdBoard,110,828,
1931,60,RL,10429,Inside,1Fam,5,1992,1992,HdBoard,0,624,
1932,60,RL,10457,Inside,1Fam,7,1969,1969,VinylSd,288,784,
1933,60,RL,8702,Inside,1Fam,5,1997,1998,VinylSd,0,926,
1934,60,RL,8139,Inside,1Fam,5,1995,1996,VinylSd,0,680,
1935,60,RL,9535,Inside,1Fam,5,1998,1998,VinylSd,0,926,
1936,60,RL,15038,Corner,1Fam,5,1996,1996,HdBoard,0,916,
1937,20,RL,14137,Inside,1Fam,5,1996,1997,HdBoard,0,1348,
1938,120,RL,6264,Corner,1Fam,5,1997,1997,CemntBd,0,1664,
1939,120,RL,5070,Inside,TwnhsE,5,1992,1992,HdBoard,0,1280,
1940,60,RL,11184,Corner,1Fam,5,1998,1998,VinylSd,0,932,
1941,60,RL,14067,FR3,1Fam,5,1991,1991,HdBoard,0,836,
1942,120,RL,5950,Inside,TwnhsE,5,1989,1989,HdBoard,0,1337,
1943,60,RL,13543,Corner,1Fam,5,2005,2005,VinylSd,0,1168,
1944,20,RL,15401,CulDSac,1Fam,5,2004,2004,VinylSd,0,1884,
1945,20,RL,31220,FR2,1Fam,2,1952,1952,BrkFace,0,1632,
1946,120,RL,8118,Inside,TwnhsE,5,2007,2007,MetalSd,0,1710,
1947,20,RL,47280,Inside,1Fam,5,1950,1950,AsbShng,0,1488,
1948,20,RL,12680,Inside,1Fam,6,1988,1988,Plywood,0,1675,
1949,20,RL,10825,Inside,1Fam,7,1983,1983,WdShing,0,1260,
1950,20,RL,18559,CulDSac,1Fam,5,1978,1978,Plywood,186,2048,
1951,20,RL,14450,Inside,1Fam,5,1979,1979,Plywood,449,1782,
1952,20,RL,13068,Corner,1Fam,5,1976,1976,HdBoard,48,1211,
1953,60,RL,10400,Inside,1Fam,6,1980,1988,HdBoard,0,738,
1954,60,RL,9743,Inside,1Fam,6,1969,1969,VinylSd,0,720,
1955,60,RL,12511,Corner,1Fam,7,1978,1978,Plywood,0,1420,
1956,20,RL,10400,Inside,1Fam,5,1976,1976,HdBoard,0,1444,
1957,60,RL,14311,FR3,1Fam,5,1996,1996,VinylSd,0,1236,
1958,90,RL,9000,FR2,Duplex,5,1974,1974,VinylSd,0,896,
1959,20,RL,10295,FR2,1Fam,6,1969,1969,HdBoard,0,936,
1960,20,RL,7560,Inside,1Fam,5,1971,1971,MetalSd,613,864,
1961,160,RM,1680,Inside,Twnhs,5,1973,1973,HdBoard,0,483,
1962,160,RM,1890,Inside,Twnhs,6,1972,1972,HdBoard,0,483,
1963,160,RM,1680,Inside,Twnhs,5,1972,1972,HdBoard,0,630,
1964,160,RL,2308,FR2,TwnhsE,6,1975,1975,Plywood,294,855,
1965,120,RL,2529,Inside,Twnhs,6,1977,1977,Plywood,0,1055,
1966,20,RL,12704,Inside,1Fam,5,2007,2007,VinylSd,0,1582,
1967,20,RL,13693,Inside,1Fam,5,2007,2007,VinylSd,495,2418,
1968,20,RL,14418,Inside,1Fam,5,2007,2007,VinylSd,0,1950,
1969,60,RL,13418,Inside,1Fam,5,2006,2006,VinylSd,0,1850,
1970,60,RL,12539,Inside,1Fam,5,2005,2006,CemntBd,0,1620,
1971,60,RL,12151,Inside,1Fam,5,2005,2005,CemntBd,0,1414,
1972,60,RL,8899,Inside,1Fam,5,2007,2007,VinylSd,0,948,
1973,60,RL,10574,Inside,1Fam,5,2004,2004,VinylSd,0,1148,
1974,20,RL,12720,Inside,1Fam,5,2003,2003,MetalSd,0,2535,
1975,20,RL,10845,Corner,1Fam,5,2003,2004,VinylSd,0,1603,
1976,60,RL,16900,Inside,1Fam,5,2001,2002,VinylSd,0,1479,
1977,60,RL,16451,Corner,1Fam,5,2003,2003,VinylSd,0,1765,
1978,120,RL,10110,Inside,TwnhsE,5,2008,2008,MetalSd,0,1858,
1979,120,RL,12304,Corner,TwnhsE,5,2005,2005,VinylSd,0,1367,
1980,120,RL,8232,Inside,TwnhsE,5,2007,2008,MetalSd,0,1800,
1981,120,RL,6240,Inside,TwnhsE,5,2006,2007,MetalSd,0,1342,
1982,120,RL,6240,Inside,TwnhsE,5,2006,2007,MetalSd,0,1342,
1983,160,RL,2448,Inside,Twnhs,5,2003,2004,VinylSd,0,764,
1984,120,RL,3940,Inside,TwnhsE,5,2003,2003,VinylSd,0,1415,
1985,120,RM,3940,Inside,TwnhsE,5,2004,2004,VinylSd,0,1393,
1986,20,RL,3710,Inside,1Fam,5,2007,2008,WdShing,0,1146,
1987,60,RL,9024,Inside,1Fam,5,2004,2004,VinylSd,0,789,
1988,60,RL,8010,Inside,1Fam,5,2002,2003,VinylSd,0,840,
1989,60,RL,8396,Inside,1Fam,5,2003,2003,VinylSd,0,847,
1990,120,RL,7301,Inside,TwnhsE,6,2007,2008,VinylSd,0,1350,
1991,60,RL,8220,Inside,1Fam,5,2000,2001,VinylSd,0,982,
1992,60,RL,7750,Inside,1Fam,5,2002,2002,VinylSd,0,707,
1993,60,RL,12460,FR2,1Fam,5,1999,2000,VinylSd,0,1037,
1994,60,RL,8390,Inside,1Fam,5,1999,1999,VinylSd,0,831,
1995,75,RL,9660,Inside,1Fam,5,1997,1997,HdBoard,0,1173,
1996,60,RL,11000,FR2,1Fam,5,2000,2000,VinylSd,0,1519,
1997,20,RL,11675,Inside,1Fam,5,1998,1998,VinylSd,0,1982,
1998,60,RL,10990,CulDSac,1Fam,5,1996,1997,VinylSd,0,1064,
1999,60,RL,11929,CulDSac,1Fam,7,1995,1995,VinylSd,0,1242,
2000,60,RL,10010,Inside,1Fam,5,1993,1994,VinylSd,852,1080,
2001,20,RL,13253,Inside,1Fam,5,2006,2006,VinylSd,0,1578,
2002,60,RL,9801,Inside,1Fam,5,2007,2007,VinylSd,0,1341,
2003,60,RL,9428,Inside,1Fam,5,2007,2008,VinylSd,0,955,
2004,20,RL,10037,Corner,1Fam,5,2006,2007,VinylSd,0,1460,
2005,20,FV,8640,Inside,1Fam,5,2007,2008,VinylSd,0,1363,
2006,20,FV,10625,Inside,1Fam,5,2007,2007,VinylSd,0,1660,
2007,20,FV,7500,Inside,1Fam,5,2007,2008,CemntBd,0,1218,
2008,60,RL,10110,Inside,1Fam,5,2003,2003,VinylSd,555,835,
2009,60,RL,12774,FR2,1Fam,5,2003,2004,VinylSd,0,835,
2010,20,RL,13072,Inside,1Fam,5,2005,2006,VinylSd,0,1175,
2011,20,RL,9260,Corner,1Fam,5,2007,2007,VinylSd,0,1162,
2012,60,RL,8453,Inside,1Fam,5,1995,1995,VinylSd,0,754,
2013,60,RL,8480,Inside,1Fam,5,1993,1994,HdBoard,0,886,
2014,60,RL,14565,CulDSac,1Fam,5,1994,1995,VinylSd,0,832,
2015,60,RL,8450,Inside,1Fam,5,2001,2001,VinylSd,0,827,
2016,60,RL,8285,Corner,1Fam,5,1992,1992,HdBoard,0,836,
2017,20,RL,9100,Inside,1Fam,5,1963,1963,Wd Sdng,799,984,
2018,20,RL,8100,Inside,1Fam,8,1961,2007,Wd Sdng,0,864,
2019,190,RL,8450,Inside,2fmCon,5,1968,1968,HdBoard,0,890,
2020,20,RL,6360,Inside,1Fam,5,1963,1963,Wd Sdng,0,864,
2021,20,RL,19508,Inside,1Fam,5,1974,1974,HdBoard,0,1430,
2022,50,RL,10759,Corner,1Fam,4,1972,1972,HdBoard,811,1001,
2023,60,RL,9205,Inside,1Fam,5,1990,1991,HdBoard,0,930,
2024,60,RL,11025,Inside,1Fam,5,1993,1994,Wd Sdng,0,1848,
2025,120,FV,3435,Corner,TwnhsE,5,2004,2005,MetalSd,0,1235,
2026,160,FV,3180,Inside,TwnhsE,5,2005,2005,MetalSd,0,600,
2027,160,FV,3180,Inside,TwnhsE,5,2007,2007,VinylSd,0,689,
2028,160,FV,2280,Inside,Twnhs,5,1999,1999,MetalSd,0,744,
2029,120,FV,4765,Inside,TwnhsE,5,2000,2000,MetalSd,0,1614,
2030,120,FV,4538,Inside,TwnhsE,5,2001,2001,VinylSd,0,1310,
2031,120,FV,4385,Inside,TwnhsE,5,2001,2001,VinylSd,0,1419,
2032,120,FV,4109,Inside,TwnhsE,5,1999,2000,VinylSd,0,1557,
