year_film,year_ceremony,ceremony,category,name,film,winner
1951,1952,24,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Quo Vadis,False
1951,1952,24,ACTOR IN A SUPPORTING ROLE,Gig Young,Come Fill the Cup,False
1951,1952,24,ACTRESS,Katharine Hepburn,The African Queen,False
1951,1952,24,ACTRESS,Vivien Leigh,A Streetcar Named Desire,True
1951,1952,24,ACTRESS,Eleanor Parker,Detective Story,False
1951,1952,24,ACTRESS,Shelley Winters,A Place in the Sun,False
1951,1952,24,ACTRESS,Jane Wyman,The Blue Veil,False
1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Joan Blondell,The Blue Veil,False
1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Mildred Dunnock,Death of a Salesman,False
1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Detective Story,False
1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Kim Hunter,A Streetcar Named Desire,True
1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,The Mating Season,False
1951,1952,24,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Leland Fuller;  Set Decoration:  Thomas Little, Fred J. Rode",Fourteen Hours,False
1951,1952,24,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Thomas Little, Paul S. Fox",House on Telegraph Hill,False
1951,1952,24,ART DIRECTION (Black-and-White),D'Eaubonne,La Ronde,False
1951,1952,24,ART DIRECTION (Black-and-White),Art Direction:  Richard Day;  Set Decoration:  George James Hopkins,A Streetcar Named Desire,True
1951,1952,24,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Jack D. Moore",Too Young to Kiss,False
1951,1952,24,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Preston Ames;  Set Decoration:  Edwin B. Willis, Keogh Gleason",An American in Paris,True
1951,1952,24,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, George Davis;  Set Decoration:  Thomas Little, Paul S. Fox",David and Bathsheba,False
1951,1952,24,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, Leland Fuller;  Musical Settings:  Joseph C. Wright;  Set Decoration:  Thomas Little, Walter M. Scott",On the Riviera,False
1951,1952,24,ART DIRECTION (Color),"Art Direction:  William A. Horning, Cedric Gibbons, Edward Carfagno;  Set Decoration:  Hugh Hunt",Quo Vadis,False
1951,1952,24,ART DIRECTION (Color),Hein Heckroth,Tales of Hoffmann,False
1951,1952,24,CINEMATOGRAPHY (Black-and-White),Frank Planer,Death of a Salesman,False
1951,1952,24,CINEMATOGRAPHY (Black-and-White),Norbert Brodine,The Frogmen,False
1951,1952,24,CINEMATOGRAPHY (Black-and-White),William C. Mellor,A Place in the Sun,True
1951,1952,24,CINEMATOGRAPHY (Black-and-White),Robert Burks,Strangers on a Train,False
1951,1952,24,CINEMATOGRAPHY (Black-and-White),Harry Stradling,A Streetcar Named Desire,False
1951,1952,24,CINEMATOGRAPHY (Color),Alfred Gilks; Ballet Photography by John Alton,An American in Paris,True
1951,1952,24,CINEMATOGRAPHY (Color),Leon Shamroy,David and Bathsheba,False
1951,1952,24,CINEMATOGRAPHY (Color),"Robert Surtees, William V. Skall",Quo Vadis,False
1951,1952,24,CINEMATOGRAPHY (Color),Charles Rosher,Show Boat,False
1951,1952,24,CINEMATOGRAPHY (Color),"John F. Seitz, W. Howard Greene",When Worlds Collide,False
1951,1952,24,COSTUME DESIGN (Black-and-White),"Walter Plunkett, Gile Steele",Kind Lady,False
1951,1952,24,COSTUME DESIGN (Black-and-White),"Charles LeMaire, Renie",The Model and the Marriage Broker,False
1951,1952,24,COSTUME DESIGN (Black-and-White),"Edward Stevenson, Margaret Furse",The Mudlark,False
1951,1952,24,COSTUME DESIGN (Black-and-White),Edith Head,A Place in the Sun,True
1951,1952,24,COSTUME DESIGN (Black-and-White),Lucinda Ballard,A Streetcar Named Desire,False
1951,1952,24,COSTUME DESIGN (Color),"Orry-Kelly, Walter Plunkett, Irene Sharaff",An American in Paris,True
1951,1952,24,COSTUME DESIGN (Color),"Charles LeMaire, Edward Stevenson",David and Bathsheba,False
1951,1952,24,COSTUME DESIGN (Color),"Helen Rose, Gile Steele",The Great Caruso,False
1951,1952,24,COSTUME DESIGN (Color),Herschel McCoy,Quo Vadis,False
1951,1952,24,COSTUME DESIGN (Color),Hein Heckroth,Tales of Hoffmann,False
1951,1952,24,DIRECTING,John Huston,The African Queen,False
1951,1952,24,DIRECTING,Vincente Minnelli,An American in Paris,False
1951,1952,24,DIRECTING,William Wyler,Detective Story,False
1951,1952,24,DIRECTING,George Stevens,A Place in the Sun,True
1951,1952,24,DIRECTING,Elia Kazan,A Streetcar Named Desire,False
1951,1952,24,DOCUMENTARY (Feature),"Bryan Foy, Producer",I Was a Communist for the F.B.I.,False
1951,1952,24,DOCUMENTARY (Feature),"Olle Nordemar, Producer",Kon-Tiki,True
1951,1952,24,DOCUMENTARY (Short Subject),'Made by Fred Zinnemann with the cooperation of Paramount Pictures Corporation for the Los Angeles Orthopaedic Hospital',Benjy,True
1951,1952,24,DOCUMENTARY (Short Subject),"Owen Crump, Producer.  (Film sponsored by the Disabled American Veterans, in cooperation with the United States Department of Defense and the Association of Motion Picture Producers)",One Who Came Back,False
1951,1952,24,DOCUMENTARY (Short Subject),"Gordon Hollingshead, Producer",The Seeing Eye,False
1951,1952,24,FILM EDITING,Adrienne Fazan,An American in Paris,False
1951,1952,24,FILM EDITING,Dorothy Spencer,Decision before Dawn,False
1951,1952,24,FILM EDITING,William Hornbeck,A Place in the Sun,True
1951,1952,24,FILM EDITING,Ralph E. Winters,Quo Vadis,False
1951,1952,24,FILM EDITING,Chester Schaeffer,The Well,False
1951,1952,24,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,David and Bathsheba,False
1951,1952,24,MUSIC (Music Score of a Dramatic or Comedy Picture),Alex North,Death of a Salesman,False
1951,1952,24,MUSIC (Music Score of a Dramatic or Comedy Picture),Franz Waxman,A Place in the Sun,True
1951,1952,24,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,Quo Vadis,False
1951,1952,24,MUSIC (Music Score of a Dramatic or Comedy Picture),Alex North,A Streetcar Named Desire,False
1951,1952,24,MUSIC (Scoring of a Musical Picture),Oliver Wallace,Alice in Wonderland,False
1951,1952,24,MUSIC (Scoring of a Musical Picture),"Johnny Green, Saul Chaplin",An American in Paris,True
1951,1952,24,MUSIC (Scoring of a Musical Picture),"Peter Herman Adler, Johnny Green",The Great Caruso,False
1951,1952,24,MUSIC (Scoring of a Musical Picture),Alfred Newman,On the Riviera,False
1951,1952,24,MUSIC (Scoring of a Musical Picture),"Adolph Deutsch, Conrad Salinger",Show Boat,False
1951,1952,24,MUSIC (Song),Music by Hoagy Carmichael; Lyrics by Johnny Mercer,Here Comes the Groom,True
1951,1952,24,MUSIC (Song),"Music and Lyrics by Bert Kalmar, Harry Ruby and Oscar Hammerstein II",The Strip,False
1951,1952,24,MUSIC (Song),Music by Lionel Newman; Lyrics by Eliot Daniel,Golden Girl,False
1951,1952,24,MUSIC (Song),Music by Burton Lane; Lyrics by Alan Jay Lerner,Royal Wedding,False
1951,1952,24,MUSIC (Song),Music by Nicholas Brodszky; Lyrics by Sammy Cahn,"Rich, Young and Pretty",False
1951,1952,24,BEST MOTION PICTURE,"Arthur Freed, Producer",An American in Paris,True
1951,1952,24,BEST MOTION PICTURE,"Anatole Litvak and Frank McCarthy, Producers",Decision before Dawn,False
1951,1952,24,BEST MOTION PICTURE,"George Stevens, Producer",A Place in the Sun,False
1951,1952,24,BEST MOTION PICTURE,"Sam Zimbalist, Producer",Quo Vadis,False
1951,1952,24,BEST MOTION PICTURE,"Charles K. Feldman, Producer",A Streetcar Named Desire,False
1951,1952,24,SHORT SUBJECT (Cartoon),"Walt Disney, Producer","Lambert, the Sheepish Lion",False
1951,1952,24,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",Rooty Toot Toot,False
1951,1952,24,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",The Two Mouseketeers,True
1951,1952,24,SHORT SUBJECT (One-reel),"Jack Eaton, Producer",Ridin' the Rails,False
1951,1952,24,SHORT SUBJECT (One-reel),"Robert G. Leffingwell, Producer",The Story of Time,False
1951,1952,24,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",World of Kids,True
1951,1952,24,SHORT SUBJECT (Two-reel),Les Films du Compass,Balzac,False
1951,1952,24,SHORT SUBJECT (Two-reel),"Tom Mead, Producer",Danger under the Sea,False
1951,1952,24,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Nature's Half Acre,True
1951,1952,24,SOUND RECORDING,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",Bright Victory,False
1951,1952,24,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",The Great Caruso,True
1951,1952,24,SOUND RECORDING,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",I Want You,False
1951,1952,24,SOUND RECORDING,"Warner Bros. Studio Sound Department, Col. Nathan Levinson, Sound Director",A Streetcar Named Desire,False
1951,1952,24,SOUND RECORDING,"RKO Radio Studio Sound Department, John O. Aalberg, Sound Director",Two Tickets to Broadway,False
1951,1952,24,SPECIAL EFFECTS,Paramount,When Worlds Collide,True
1951,1952,24,WRITING (Motion Picture Story),"Budd Boetticher, Ray Nazarro",Bullfighter and the Lady,False
1951,1952,24,WRITING (Motion Picture Story),Oscar Millard,The Frogmen,False
1951,1952,24,WRITING (Motion Picture Story),"Robert Riskin, Liam O'Brien",Here Comes the Groom,False
1951,1952,24,WRITING (Motion Picture Story),"Paul Dehn, James Bernard",Seven Days to Noon,True
1951,1952,24,WRITING (Motion Picture Story),"Alfred Hayes, Stewart Stern",Teresa,False
1951,1952,24,WRITING (Screenplay),"James Agee, John Huston",The African Queen,False
1951,1952,24,WRITING (Screenplay),"Philip Yordan, Robert Wyler",Detective Story,False
1951,1952,24,WRITING (Screenplay),"Max Ophuls, Jacques Natanson",La Ronde,False
1951,1952,24,WRITING (Screenplay),"Michael Wilson, Harry Brown",A Place in the Sun,True
1951,1952,24,WRITING (Screenplay),Tennessee Williams,A Streetcar Named Desire,False
1951,1952,24,WRITING (Story and Screenplay),Alan Jay Lerner,An American in Paris,True
1951,1952,24,WRITING (Story and Screenplay),"Billy Wilder, Lesser Samuels, Walter Newman",The Big Carnival,False
1951,1952,24,WRITING (Story and Screenplay),Philip Dunne,David and Bathsheba,False
1951,1952,24,WRITING (Story and Screenplay),Robert Pirosh,Go for Broke!,False
1951,1952,24,WRITING (Story and Screenplay),"Clarence Greene, Russell Rouse",The Well,False
1951,1952,24,HONORARY FOREIGN LANGUAGE FILM AWARD, Rashomon - voted by the Board of Governors as the most outstanding foreign language film released in the United States during 1951.,,True
1951,1952,24,HONORARY AWARD, Gene Kelly in appreciation of his versatility as an actor,,True
1951,1952,24,IRVING G. THALBERG MEMORIAL AWARD,Arthur Freed,,True
1952,1953,25,ACTOR,Marlon Brando,Viva Zapata!,False
1952,1953,25,ACTOR,Gary Cooper,High Noon,True
1952,1953,25,ACTOR,Kirk Douglas,The Bad and the Beautiful,False
1952,1953,25,ACTOR,José Ferrer,Moulin Rouge,False
1952,1953,25,ACTOR,Alec Guinness,The Lavender Hill Mob,False
1952,1953,25,ACTOR IN A SUPPORTING ROLE,Richard Burton,My Cousin Rachel,False
1952,1953,25,ACTOR IN A SUPPORTING ROLE,Arthur Hunnicutt,The Big Sky,False
1952,1953,25,ACTOR IN A SUPPORTING ROLE,Victor McLaglen,The Quiet Man,False
1952,1953,25,ACTOR IN A SUPPORTING ROLE,Jack Palance,Sudden Fear,False
1952,1953,25,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Viva Zapata!,True
1952,1953,25,ACTRESS,Shirley Booth,"Come Back, Little Sheba",True
1952,1953,25,ACTRESS,Joan Crawford,Sudden Fear,False
1952,1953,25,ACTRESS,Bette Davis,The Star,False
1952,1953,25,ACTRESS,Julie Harris,The Member of the Wedding,False
1952,1953,25,ACTRESS,Susan Hayward,With a Song in My Heart,False
1952,1953,25,ACTRESS IN A SUPPORTING ROLE,Gloria Grahame,The Bad and the Beautiful,True
1952,1953,25,ACTRESS IN A SUPPORTING ROLE,Jean Hagen,Singin' in the Rain,False
1952,1953,25,ACTRESS IN A SUPPORTING ROLE,Colette Marchand,Moulin Rouge,False
1952,1953,25,ACTRESS IN A SUPPORTING ROLE,Terry Moore,"Come Back, Little Sheba",False
1952,1953,25,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,With a Song in My Heart,False
1952,1953,25,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Edward Carfagno;  Set Decoration:  Edwin B. Willis, Keogh Gleason",The Bad and the Beautiful,True
1952,1953,25,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Emile Kuri",Carrie,False
1952,1953,25,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Walter M. Scott",My Cousin Rachel,False
1952,1953,25,ART DIRECTION (Black-and-White),Art Direction:  Matsuyama;  Set Decoration:  H. Motsumoto,Rashomon,False
1952,1953,25,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Leland Fuller;  Set Decoration:  Thomas Little, Claude Carpenter",Viva Zapata!,False
1952,1953,25,ART DIRECTION (Color),"Art Direction:  Richard Day, Clave;  Set Decoration:  Howard Bristol",Hans Christian Andersen,False
1952,1953,25,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Arthur Krams",The Merry Widow,False
1952,1953,25,ART DIRECTION (Color),Art Direction:  Paul Sheriff;  Set Decoration:  Marcel Vertes,Moulin Rouge,True
1952,1953,25,ART DIRECTION (Color),"Art Direction:  Frank Hotaling;  Set Decoration:  John McCarthy, Jr., Charles Thompson",The Quiet Man,False
1952,1953,25,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Thomas Little, Paul S. Fox",The Snows of Kilimanjaro,False
1952,1953,25,CINEMATOGRAPHY (Black-and-White),Robert Surtees,The Bad and the Beautiful,True
1952,1953,25,CINEMATOGRAPHY (Black-and-White),Russell Harlan,The Big Sky,False
1952,1953,25,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,My Cousin Rachel,False
1952,1953,25,CINEMATOGRAPHY (Black-and-White),Virgil E. Miller,Navajo,False
1952,1953,25,CINEMATOGRAPHY (Black-and-White),"Charles B. Lang, Jr.",Sudden Fear,False
1952,1953,25,CINEMATOGRAPHY (Color),Harry Stradling,Hans Christian Andersen,False
1952,1953,25,CINEMATOGRAPHY (Color),F. A. Young,Ivanhoe,False
1952,1953,25,CINEMATOGRAPHY (Color),George J. Folsey,Million Dollar Mermaid,False
1952,1953,25,CINEMATOGRAPHY (Color),"Winton C. Hoch, Archie Stout",The Quiet Man,True
1952,1953,25,CINEMATOGRAPHY (Color),Leon Shamroy,The Snows of Kilimanjaro,False
1952,1953,25,COSTUME DESIGN (Black-and-White),Jean Louis,Affair in Trinidad,False
1952,1953,25,COSTUME DESIGN (Black-and-White),Helen Rose,The Bad and the Beautiful,True
1952,1953,25,COSTUME DESIGN (Black-and-White),Edith Head,Carrie,False
1952,1953,25,COSTUME DESIGN (Black-and-White),"Charles LeMaire, Dorothy Jeakins",My Cousin Rachel,False
1952,1953,25,COSTUME DESIGN (Black-and-White),Sheila O'Brien,Sudden Fear,False
1952,1953,25,COSTUME DESIGN (Color),"Edith Head, Dorothy Jeakins, Miles White",The Greatest Show on Earth,False
1952,1953,25,COSTUME DESIGN (Color),"Clave, Mary Wills, Madame Karinska",Hans Christian Andersen,False
1952,1953,25,COSTUME DESIGN (Color),"Helen Rose, Gile Steele",The Merry Widow,False
1952,1953,25,COSTUME DESIGN (Color),Marcel Vertes,Moulin Rouge,True
1952,1953,25,COSTUME DESIGN (Color),Charles LeMaire,With a Song in My Heart,False
1952,1953,25,DIRECTING,Joseph L. Mankiewicz,Five Fingers,False
1952,1953,25,DIRECTING,Cecil B. DeMille,The Greatest Show on Earth,False
1952,1953,25,DIRECTING,Fred Zinnemann,High Noon,False
1952,1953,25,DIRECTING,John Huston,Moulin Rouge,False
1952,1953,25,DIRECTING,John Ford,The Quiet Man,True
1952,1953,25,DOCUMENTARY (Feature),"Dore Schary, Producer",The Hoaxters,False
1952,1953,25,DOCUMENTARY (Feature),"Hall Bartlett, Producer",Navajo,False
1952,1953,25,DOCUMENTARY (Feature),"Irwin Allen, Producer",The Sea around Us,True
1952,1953,25,DOCUMENTARY (Short Subject),"Herbert Morgan, Producer",Devil Take Us,False
1952,1953,25,DOCUMENTARY (Short Subject),"Alberto Ancilotto, Producer",The Garden Spider (Epeira Diadema),False
1952,1953,25,DOCUMENTARY (Short Subject),"Stephen Bosustow, Executive Producer",Man Alive!,False
1952,1953,25,DOCUMENTARY (Short Subject),"Norman McLaren, Producer",Neighbours,True
1952,1953,25,FILM EDITING,Warren Low,"Come Back, Little Sheba",False
1952,1953,25,FILM EDITING,William Austin,Flat Top,False
1952,1953,25,FILM EDITING,Anne Bauchens,The Greatest Show on Earth,False
1952,1953,25,FILM EDITING,"Elmo Williams, Harry Gerstad",High Noon,True
1952,1953,25,FILM EDITING,Ralph Kemplen,Moulin Rouge,False
1952,1953,25,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,High Noon,True
1952,1953,25,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,Ivanhoe,False
1952,1953,25,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,Miracle of Fatima,False
1952,1953,25,MUSIC (Music Score of a Dramatic or Comedy Picture),Herschel Burke Gilbert,The Thief,False
1952,1953,25,MUSIC (Music Score of a Dramatic or Comedy Picture),Alex North,Viva Zapata!,False
1952,1953,25,MUSIC (Scoring of a Musical Picture),Walter Scharf,Hans Christian Andersen,False
1952,1953,25,MUSIC (Scoring of a Musical Picture),"Ray Heindorf, Max Steiner",The Jazz Singer,False
1952,1953,25,MUSIC (Scoring of a Musical Picture),Gian-Carlo Menotti,The Medium,False
1952,1953,25,MUSIC (Scoring of a Musical Picture),Lennie Hayton,Singin' in the Rain,False
1952,1953,25,MUSIC (Scoring of a Musical Picture),Alfred Newman,With a Song in My Heart,True
1952,1953,25,MUSIC (Song),Music and Lyrics by Jack Brooks,Son of Paleface,False
1952,1953,25,MUSIC (Song),Music by Nicholas Brodszky; Lyrics by Sammy Cahn,Because You're Mine,False
1952,1953,25,MUSIC (Song),Music by Dimitri Tiomkin; Lyrics by Ned Washington,High Noon,True
1952,1953,25,MUSIC (Song),Music and Lyrics by Frank Loesser,Hans Christian Andersen,False
1952,1953,25,MUSIC (Song),Music by Harry Warren; Lyrics by Leo Robin,Just for You,False
1952,1953,25,BEST MOTION PICTURE,"Cecil B. DeMille, Producer",The Greatest Show on Earth,True
1952,1953,25,BEST MOTION PICTURE,"Stanley Kramer, Producer",High Noon,False
1952,1953,25,BEST MOTION PICTURE,"Pandro S. Berman, Producer",Ivanhoe,False
1952,1953,25,BEST MOTION PICTURE,Romulus Films,Moulin Rouge,False
1952,1953,25,BEST MOTION PICTURE,"John Ford and Merian C. Cooper, Producers",The Quiet Man,False
1952,1953,25,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",Johann Mouse,True
1952,1953,25,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",Little Johnny Jet,False
1952,1953,25,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Executive Producer",Madeline,False
1952,1953,25,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Executive Producer",Pink and Blue Blues,False
1952,1953,25,SHORT SUBJECT (Cartoon),"Tom Daly, Producer",Romance of Transportation,False
1952,1953,25,SHORT SUBJECT (One-reel),"Jack Eaton, Producer",Athletes of the Saddle,False
1952,1953,25,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Desert Killer,False
1952,1953,25,SHORT SUBJECT (One-reel),"Boris Vermont, Producer",Light in the Window: The Art of Vermeer,True
1952,1953,25,SHORT SUBJECT (One-reel),"Norman McLaren, Producer",Neighbours,False
1952,1953,25,SHORT SUBJECT (One-reel),Crown Film Unit,Royal Scotland,False
1952,1953,25,SHORT SUBJECT (Two-reel),London Film Production,Bridge of Time,False
1952,1953,25,SHORT SUBJECT (Two-reel),"Herbert Morgan, Producer",Devil Take Us,False
1952,1953,25,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",Thar She Blows!,False
1952,1953,25,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Water Birds,True
1952,1953,25,SOUND RECORDING,London Film Sound Department,Breaking the Sound Barrier,True
