"Report ID","Report Version","Reporting Entity","Report Type","Report Month","Report Year","Report Submission Date","VIN","VIN - Unknown","Serial Number","Make","Model","Model - Unknown","Model Year","Model Year - Unknown","Same Vehicle ID","Mileage","Mileage - Unknown","Driver / Operator Type","ADAS/ADS Version","ADAS/ADS Version - Unknown","ADAS/ADS Version CBI","ADS Equipped?","Automation System Engaged?","Operating Entity","Operating Entity - Unknown","Source - Complaint/Claim","Source - Telematics","Source - Law Enforcement","Source - Field Report","Source - Testing","Source - Media","Source - Other","Source - Other Text","Incident Date","Incident Date - Unknown","Notice Received Date","Incident Time (24:00)","Incident Time - Unknown","Same Incident ID","Latitude","Latitude  - Unknown","Longitude","Longitude - Unknown","Address","Address - Unknown","City","City - Unknown","State","Zip Code","Zip Code - Unknown","Roadway Type","Roadway Surface","Roadway Description","Posted Speed Limit (MPH)","Posted Speed Limit - Unknown","Lighting","Weather - Clear","Weather - Snow","Weather - Cloudy","Weather - Fog/Smoke","Weather - Rain","Weather - Severe Wind","Weather - Unknown","Weather - Other","Weather - Other Text","Crash With","Highest Injury Severity","Property Damage?","CP Pre-Crash Movement","CP Any Air Bags Deployed?","CP Was Vehicle Towed?","CP Contact Area - Rear Left","CP Contact Area - Left","CP Contact Area - Front Left","CP Contact Area - Rear","CP Contact Area - Top","CP Contact Area - Front","CP Contact Area - Rear Right","CP Contact Area - Right","CP Contact Area - Front Right","CP Contact Area - Bottom","CP Contact Area - Unknown","SV Pre-Crash Movement","SV Any Air Bags Deployed?","SV Was Vehicle Towed?","SV Were All Passengers Belted?","SV Precrash Speed (MPH)","SV Pre-crash Speed - Unknown","SV Contact Area - Rear Left","SV Contact Area - Left","SV Contact Area - Front Left","SV Contact Area - Rear","SV Contact Area - Top","SV Contact Area - Front","SV Contact Area - Rear Right","SV Contact Area - Right","SV Contact Area - Front Right","SV Contact Area - Bottom","SV Contact Area - Unknown","Data Availability - EDR","Data Availability - Police Rpt","Data Availability - Telematics","Data Availability - Complaints","Data Availability - Video","Data Availability - Other","Data Availability - No Data","Data Availability - Unknown","Law Enforcement Investigating?","Investigating Agency","Investigating Agency - Unknown","Rep Ent Or Mfr Investigating?","Investigating Officer Name","Inv. Officer Name - Unknown","Investigating Officer Phone","Inv. Officer Phone - Unknown","Investigating Officer Email","Inv. Officer Email - Unknown","Within ODD?","Within ODD? - CBI","Narrative","Narrative - CBI?"
"13781-2373","2","Tesla, Inc.","10-Day Update","","","FEB-2022","5YJ3E1EB8MF"," ","N/A","Tesla","Model 3"," ","2021"," ","97616c68363ea39","22927"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","15:52"," ","c5f5bd03bf07daf","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Fairview Park"," ","OH ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","60"," ","Daylight","Y","Y"," "," "," "," "," "," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","57"," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2372","2","Tesla, Inc.","10-Day Update","","","FEB-2022","5YJ3E1EA8MF"," ","N/A","Tesla","Model 3"," ","2021"," ","d846268fcae9402","22011"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","20:27"," ","4422da7c2172907","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Tampa"," ","FL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","40"," ","Daylight","Y"," "," "," "," "," "," "," ","","SUV","Unknown","Yes","Making Left Turn","Unknown","Unknown"," "," "," "," "," "," "," "," ","Y"," "," ","Proceeding Straight","Yes","Unknown","Unknown","33"," "," "," ","Y"," "," "," "," "," "," "," "," ","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2369","2","Tesla, Inc.","10-Day Update","","","FEB-2022","5YJSA1E27HF"," ","N/A","Tesla","Model S"," ","2017"," ","ed83667537b2350","69658"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","05:37"," ","3f48a87d6604b4d","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","La Mesa"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Wet","No Unusual Conditions","65"," ","Dark - Not Lighted"," "," "," "," ","Y"," "," "," ","","Other Fixed Object","Unknown","Yes","","",""," "," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Unknown","Unknown","7"," "," "," "," "," "," ","Y"," "," ","Y"," "," ","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2355","2","Tesla, Inc.","10-Day Update","","","FEB-2022","5YJYGDEE2MF"," ","N/A","Tesla","Model Y"," ","2021"," ","76203aa65db3d1d","53744"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","08:39"," ","0b95486b6cfaa05","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Rochester"," ","NY ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Snow / Slush / Ice","No Unusual Conditions","55"," ","Dark - Lighted"," ","Y"," "," ","Y"," "," "," ","","Other Fixed Object","Unknown","Yes","","",""," "," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Unknown","Unknown","51"," "," "," "," "," "," ","Y"," "," ","Y"," "," ","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"62-2030","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","1HGCV2E38KA"," ","n/a","Honda","Accord"," ","2019"," ","6d325c9a1dad55d","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","JAN-2022"," ","JAN-2022","","Y","78f62f2ad52b176","","Y","","Y","","Y","Bedford"," ","PA ","","Y","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Other Fixed Object","Unknown","Yes","","",""," "," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Yes","Unknown","66"," "," "," ","Y"," "," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was driving straight on a highway at approximately 66 miles per hour when the wheels allegedly locked up, causing the customer to lose control and hit the concrete barrier. The airbags deployed and no injuries occurred. The customer noted that the adaptive cruise control turned itself off and that there was no warning light before the crash. The customer also noted that the anti-lock braking system did not engage prior to the incident.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1944","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","5FPYK3F70HB"," ","n/a","Honda","Ridgeline"," ","2017"," ","e0841f71ed1f6c9","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," "," "," "," "," "," "," ","Y","Customer praise","NOV-2021"," ","DEC-2021","","Y","b94f3e870460e65","","Y","","Y","","Y","Burlington"," ","NC ","","Y","Intersection","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Moderate","Unknown","Proceeding Straight","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Proceeding Straight","Yes","Yes","Unknown","","Y"," "," "," "," "," ","Y"," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","Customer mistook a left turn signal as his own green light and proceeded through an intersection. He crashed into another vehicle head-on. The customer alleges that both the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1823","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","5FNYF6H35MB"," ","n/a","Honda","Pilot"," ","2021"," ","7d1545d78d2b846","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","DEC-2021"," ","DEC-2021","","Y","6a5dbe7198ba31d","","Y","","Y","","Y","Westbury"," ","NY ","","Y","Street","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Passenger Car","Moderate","Unknown","Proceeding Straight","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Changing Lanes","Yes","Yes","Unknown","","Y"," "," "," ","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was driving in a lane and began to merge into the left turn lane. Another vehicle was driving fast and rear-ended the customer as he was merging into the left turn lane. The customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1814","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","1HGCV3F55KA"," ","n/a","Honda","Accord Hybrid"," ","2019"," ","4a8d55f30f9136d","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","NOV-2021"," ","DEC-2021","","Y","11ca65630051868","","Y","","Y","","Y","Scottsdale"," ","AR ","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Passenger Car","No Injuries Reported","Unknown","Proceeding Straight","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Other, see Narrative","Yes","Yes","Unknown","","Y"," "," "," "," "," ","Y"," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","Customer was pulling out of an apartment complex and onto a street when another driver hit the customer's vehicle. The customer alleges that both the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1804","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","5J8YD4H38LL"," ","n/a","Acura","MDX"," ","2020"," ","4977743e379da3e","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","SEP-2021"," ","DEC-2021","","Y","e73fc98909dc9c9","","Y","","Y","","Y","Glen Cove"," ","NY ","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Pickup Truck","No Injuries Reported","Unknown","Proceeding Straight","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Stopped","No","Yes","Unknown","0"," "," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","Customer was stopped at an intersection when a pickup truck tried to drive between the customer and another vehicle. The pickup truck swiped both vehicles as a result. The customer alleges that both the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"855-2377","1","Mercedes-Benz USA, LLC","1-Day","","","FEB-2022","4JGED6EB3KA"," ","N/A","Mercedes-Benz","AMG GLE43 4Matic Coupe"," ","2019"," ","4b2b6062efa809e","19702"," ","Consumer","Distronic with Active Steering Assist"," "," ","Yes","ADAS",""," ","Y"," "," "," "," "," "," ","","JAN-2022"," ","FEB-2022","16:26"," ","3c07d2d05ae1aee","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","East Columbus"," ","TX ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Wet","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Other Fixed Object","No Injuries Reported","Yes","","",""," "," "," "," "," "," "," "," "," "," "," ","Other, see Narrative","Yes","Unknown","Yes","75"," ","Y","Y"," "," "," "," "," "," "," "," "," ","Y","Y","Y","Y"," "," "," "," ","Unknown","Texas Department of Public Safety"," ","Yes","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","Unknown, see Narrative"," ","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"62-1803","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","5J8YD3H55JL"," ","n/a","Acura","MDX"," ","2018"," ","30d16ddd1f05fdd","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","NOV-2021"," ","DEC-2021","","Y","c2519a0d511dd6b","","Y","","Y","","Y","San Diego"," ","CA ","","Y","Street","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","No Injuries Reported","Unknown","Stopped","Unknown","Unknown"," ","Y"," "," "," "," "," "," "," "," "," ","Making Left Turn","No","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer made a sharp turn and swiped a parked vehicle. After driving approximately 50 feet, the customer noticed flames coming out of her vehicle's hood. The customer alleges that both the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1770","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","5FNRL6H78KB"," ","n/a","Honda","Odyssey"," ","2019"," ","73c7fe8dc81f912","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","SEP-2021"," ","NOV-2021","","Y","02553594f851c1b","","Y","","Y","","Y","Sant Tan VAlley"," ","AZ ","","Y","Intersection","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Moderate","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","Yes","Unknown","0"," "," "," "," ","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","Customer was stopped at a red light when the vehicle coming from behind rear-ended the customer. The customer alleges that both the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1760","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","1HGCV1F10MA"," ","n/a","Honda","Accord"," ","2021"," ","d35af25fef5fa9e","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","AUG-2021"," ","NOV-2021","","Y","6db8d177424c49a","","Y","","Y","","Y","Coachella"," ","CA ","","Y","Intersection","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Minor","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Making Right Turn","Yes","Yes","Unknown","","Y"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was turning right at the intersection when another driver ran a red light and hit the customer the driver's side. The customer alleges that both the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1671","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","5J6RW2H5XLL"," ","n/a","Honda","CRV"," ","2020"," ","d1b9c1e9ec52906","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","SEP-2021"," ","NOV-2021","","Y","26d2004fb38ce8a","","Y","","Y","","Y","Fairfax"," ","VA ","","Y","Intersection","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Heavy Truck","Unknown","Unknown","Proceeding Straight","Unknown","Unknown"," "," "," ","Y"," "," "," "," "," "," "," ","Proceeding Straight","Yes","Yes","Unknown","","Y"," "," "," "," "," ","Y"," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was stopped at an intersection behind a construction truck. When traffic began to move, the customer rear-ended the construction truck. The customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1670","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","5FNYF8H00MB"," ","n/a","Honda","Passport"," ","2021"," ","52a014f49e8c513","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","NOV-2021"," ","NOV-2021","","Y","dd0c7eff015543b","","Y","","Y","","Y","Piqua"," ","OH ","","Y","Intersection","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Moderate","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Stopped","Yes","Yes","Unknown","0"," "," "," "," ","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was stopped at an intersection when another driver rear-ended the customer. The customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1636","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","5J8TC2H75LL"," ","n/a","Acura","RDX"," ","2020"," ","1fc9caaaf6a2dd1","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","JUL-2021"," ","NOV-2021","","Y","a8fc8fda3dfeaf8","","Y","","Y","","Y","Asheville"," ","NC ","","Y","Intersection","Unknown","Unknown","","Y","Unknown","Y"," "," "," "," "," "," "," ","","Unknown","Moderate","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Making Right Turn","Yes","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was turning right at an intersection when another driver ran a red light and hit the customer, causing her to spin several times. The customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1635","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","5FNYF6H34MB"," ","n/a","Honda","Pilot"," ","2021"," ","88cb390116754a4","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","NOV-2021"," ","NOV-2021","","Y","4efe171aca7e516","","Y","","Y","","Y","","Y","TN ","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","No Injuries Reported","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Proceeding Straight","Yes","Yes","Unknown","","Y"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","Customer was driving when another vehicle drove past him and hit the whole driver's side of his vehicle. Customer alleges that both Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1623","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","1HGCV1F15MA"," ","n/a","Honda","Accord"," ","2021"," ","bd8ef67f5c483ce","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","DEC-2020"," ","NOV-2021","","Y","2c1c6e38e9cf0ff","","Y","","Y","","Y","North Montgomery"," ","AL ","","Y","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","No Injuries Reported","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Proceeding Straight","No","Yes","Unknown","","Y"," "," "," ","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was driving on a highway when another vehicle rear-ended the customer's vehicle. The customer alleges that both the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1609","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","JHMCR6F74HC"," ","n/a","Honda","Accord Hybrid"," ","2017"," ","8671841be157fae","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","SEP-2021"," ","NOV-2021","","Y","1bd0a3dbefc9039","","Y","","Y","","Y","San Diego"," ","CA ","","Y","Unknown","Unknown","Other, see Narrative","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","No Injuries Reported","No","Parked","Unknown","Unknown"," "," "," ","Y"," "," "," "," "," "," "," ","Parking Maneuver","Yes","No","Unknown","","Y"," "," "," "," "," ","Y"," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was parking on a hill and rear-ended the vehicle in front of her. The customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
"62-1607","2","Honda (American Honda Motor Co.)","Other Update","","","FEB-2022","2HGFC2F64LH"," ","n/a","Honda","Civic"," ","2020"," ","2b449b726fdd406","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","OCT-2021"," ","NOV-2021","","Y","75847196e343f0c","","Y","","Y","","Y","Los Angeles"," ","CA ","","Y","Intersection","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Moderate","Unknown","Proceeding Straight","Unknown","Unknown"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","Yes","Unknown","0"," "," "," "," ","Y"," ","Y"," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was stopped at an intersection when a vehicle rear-ended him, causing the customer to hit the vehicle in front of him. The customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged.
2/[XXX]/22 Update - Changed the 'AUTOMATION SYSTEM ENGAGED AT THE TIME OF THE INCIDENT' field from 'ADAS' to 'Unknown, See Narrative'."," "
