College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
Sri Venkateswara Institute of Medical Sciences ,Andhra pradesh,Science,"27,700","29,200",7.8,8.2,7.9,8.1,7.5,7.5,7.5
K L University ,Andhra pradesh,Science,"1,45,000","85,000",8.3,8.5,7.6,8.3,8.8,8.3,8.2
"Andhra University, College of Engineering ",Andhra pradesh,Science,--,--,7.7,8.2,6.9,7.8,8,7.2,7.9
PES Institute of Medical Sciences and Research ,Andhra pradesh,Science,--,--,7.9,8.3,6.5,8.4,8.4,7.6,8.3
Sri Venkateswara University ,Andhra pradesh,Science,"12,760","11,805",8.1,7.9,8.3,8.2,7.9,7.7,8.4
"Vignan’s Foundation for Science, Technology, and Research, ",Andhra pradesh,Science,"70,000","70,000",8.2,8.2,8.4,8.5,8.2,7.7,8.4
Shri Vishnu College of Pharmacy ,Andhra pradesh,Science,--,--,8,8.1,8,8.1,8.4,7.7,7.8
"JNTUA College of Engineering, Ananthapur ",Andhra pradesh,Science,"58,750",--,7,7.1,7.3,6.7,7.5,6.3,7.3
Sagi Ramakrishnam Raju Engineering College ,Andhra pradesh,Science,--,--,8.2,8.5,7.5,8.4,8.3,8.2,8.3
"Chalapathi Institute of Pharmaceutical Sciences, Guntur ",Andhra pradesh,Science,--,--,8.1,8.7,8,8.3,8.8,7.9,7.1
Acharya Nagarjuna University ,Andhra pradesh,Science,"13,800","8,395",7.3,7.7,7,7.2,8,5.7,8.2
Sri Venkateswara Veterinary University ,Andhra pradesh,Science,"27,405","45,675",8.2,8.7,8,8.5,7.8,7.8,8.4
"TSR and TBK Degree and PG College, ",Andhra pradesh,Science,"22,500","42,600",7.7,8.3,6,8.8,8,6.8,8.5
"Dr. Lankapalli Bullayya College, Visakhapatnam ",Andhra pradesh,Science,--,--,8.2,8.7,7.5,8.6,9,6.8,8.3
"Krea University, Sri City ",Andhra pradesh,Science,"7,70,500",--,8.6,8.2,8.6,8.7,8.6,8.8,8.8
Jawaharlal Nehru Technological University ,Andhra pradesh,Science,--,--,7.4,7.7,6.8,7.1,7.7,7.1,7.8
PVKN Govt Degree College ,Andhra pradesh,Science,"8,555",--,8.9,9.7,7.7,9,8.7,8.3,9.7
Indian Institute of Technology ,Andhra pradesh,Science,"17,450","17,450",8.6,9,8.1,8.8,8.7,8.2,8.9
Centurion University of Technology and Management ,Andhra pradesh,Science,"90,000","60,000",7.8,8,7.2,8.3,7.6,7.4,8.3
Bapatla Engineering College ,Andhra pradesh,Science,"26,400",--,7.5,7.8,7.3,7.7,8.2,6.5,7.7
National Institute of Technology ,Andhra pradesh,Science,"1,25,000","55,000",7.2,7.9,6.6,7.5,6.9,6.9,7.2
"Rajiv Gandhi University of Knowledge Technologies -[RGUKT], ",Andhra pradesh,Science,--,--,8.2,8.4,7.6,8.1,8.9,7.7,8.5
Indian Institute of Information Technology Design and ,Andhra pradesh,Science,"67,500",--,7.4,7.9,7.6,8,6.7,7.2,7.2
Rajeev Gandhi Memorial College of Engineering and ,Andhra pradesh,Science,--,--,7.4,7.8,7.2,7.6,8,6.2,7.4
VIT University ,Andhra pradesh,Science,"2,75,000","1,53,000",8.2,8.3,7.9,8.3,8.1,8.4,8.1
"SRM University, Amaravathi ",Andhra pradesh,Science,"16,000","1,60,000",8.7,8.7,8.1,9.2,9.2,8.4,8.4
Mount Carmel College ,Karnataka,Science,"42,000",--,8.3,8.3,7.8,8.2,8.3,7.9,9.1
"Christ University, Bangalore ",Karnataka,Science,"35,000","90,000",8.3,8.5,7.4,8.2,8.9,8.1,8.8
St Joseph's College ,Karnataka,Science,"1,28,250","32,960",8.1,8.4,7.3,8.4,8.3,7.6,8.6
Kristu Jayanti College ,Karnataka,Science,"50,000","80,000",8.4,8.9,7.7,8.4,8.9,8.1,8.5
"St. Aloysius College, Mangalore ",Karnataka,Science,"94,705","27,150",7.9,8.4,7.1,8.1,8.3,7.1,8.6
The Oxford College of Science ,Karnataka,Science,"50,000","25,000",7.1,7.8,6.4,7.7,7.4,6.2,7.2
Jyoti Nivas College ,Karnataka,Science,"30,000","40,000",7.8,8.2,7.4,8.3,7.7,7,8.4
"NMKRV College for Women, Bangalore ",Karnataka,Science,"1,40,000","1,20,000",7.9,7.9,7.3,8.4,8.1,6.9,8.7
Indian Institute of Management ,Karnataka,Science,--,--,9.1,9,9,9.1,9.2,9.2,8.9
National Law School of India University ,Karnataka,Science,"2,19,625",--,8.8,9.1,8.6,9.3,8.1,9.1,8.8
Kasturba Medical College ,Karnataka,Science,"5,27,000","1,10,000",9,9,8.1,9,9.5,8.9,9.3
Welcomgroup Graduate School of Hotel Administration ,Karnataka,Science,"1,70,000",--,8.8,8.7,8.3,8.6,8.7,9.1,9.3
Manipal College of Dental Sciences ,Karnataka,Science,"30,000",--,8.7,9,7.2,9.1,9.4,8.2,9.3
Manipal Academy of Higher Education ,Karnataka,Science,"1,75,000","94,000",8.4,8.5,8.2,8.6,8.8,7.8,8.4
National Institute of Technology ,Karnataka,Science,"45,355","88,405",8.4,8.7,7.2,8.2,8.4,8.9,8.9
Kasturba Medical College ,Karnataka,Science,"2,30,000","2,60,000",8.5,9.2,8.2,9.1,8.1,8.2,8.3
"Ramaiah Medical College, Bangalore ",Karnataka,Science,"66,500",--,8.8,9.3,7.9,9.4,9.3,8.6,8.1
"JSS Academy of Higher Education & Research, ",Karnataka,Science,"44,590","39,340",8.2,8.3,7.5,8.6,8.5,8,8
Bangalore Medical College and Research Institute ,Karnataka,Science,"17,970","34,720",8.4,8.6,7.7,8.2,7.9,9.3,8.5
Army Institute of Fashion and Design ,Karnataka,Science,"1,92,814","1,61,105",9,9.2,9.2,8.7,8.6,9,9
"JD Institute of Fashion Technology, Bangalore ",Karnataka,Science,"2,50,000",--,8.2,8.7,5.5,9.6,7.7,7.7,9.8
KS Hegde Medical Academy ,Karnataka,Science,"1,02,500","56,000",8.6,9,8.4,9.6,8.4,8.2,8.2
T. A. Pai Management Institute ,Karnataka,Science,--,--,8.5,8.5,8.4,8.8,8.6,8.7,7.8
"University College of Law Bangalore University, Bangalore ",Karnataka,Science,--,--,7.6,8.5,6,8.5,7.5,8,7
Belagavi Institute of Medical Sciences ,Karnataka,Science,--,--,8.6,9.1,8,9,7.4,9.8,8
"College of Dental Sciences, Davanagere ",Karnataka,Science,--,--,8.3,9.2,7,8.8,8.4,8.4,7.8
"Alliance University, Bangalore ",Karnataka,Science,"1,50,000",--,8,8.2,7.2,8.2,8.8,7.6,8
Ramaiah Institute of Technology ,Karnataka,Science,--,--,8.4,8.5,7.8,8.3,8.7,8.3,8.6
International Institute of Information Technology ,Karnataka,Science,"3,20,000","1,07,000",8.7,9.2,8.5,9.1,8.8,8.9,7.6
BMS College of Engineering ,Karnataka,Science,--,--,8.2,8.4,8,8,8,8.3,8.7
"Nizam College, Hyderabad ",Telangana,Science,"15,600",--,8.2,8.3,7.5,8.6,8.3,7.6,8.7
"Loyola Academy Degree and PG College, Secunderabad ",Telangana,Science,"36,240","40,400",8.1,8.5,7.2,8.4,8.5,7.7,8.4
"St Ann's College for Women, Hyderabad ",Telangana,Science,"17,155","27,055",8.1,8.6,6.9,8.7,8.5,7.7,8.4
"St Joseph's Degree and PG College, Hyderabad ",Telangana,Science,--,--,7.8,8.2,6.4,8.4,7.5,8,8.1
"St Francis College for Women, Hyderabad ",Telangana,Science,"10,000","35,580",8.5,8.9,7.2,8.5,8.9,8.6,9
Indian Institute of Technology ,Telangana,Science,"31,395","25,095",8.5,8.7,8,8.7,8.5,8.3,8.6
University of Hyderabad ,Telangana,Science,"10,710","10,710",8.4,8.7,7.6,8.5,9,7.5,8.8
National Institute of Pharmaceutical Education and Research ,Telangana,Science,"95,500",--,8.4,8.6,8,8.7,8,8.4,8.4
National Institute of Technology ,Telangana,Science,"20,000","47,000",8.4,8.6,7.9,8.2,8.5,8.6,8.4
ICFAI Foundation for Higher Education ,Telangana,Science,"1,30,000","90,000",8.2,8.3,7.5,8.1,8.6,7.8,8.9
International Institute of Information Technology ,Telangana,Science,"1,50,000","1,50,000",8.3,9,8.2,8.5,7.8,9.2,6.9
Jawaharlal Nehru Technological University ,Telangana,Science,"20,000","20,000",8,8.3,7.7,7.8,8.3,7.6,8.3
ICFAI Business School ,Telangana,Science,"1,60,000","35,000",8.2,8.2,8,8.1,8.5,7.8,8.7
Kasturba Gandhi Degree and PG College for ,Telangana,Science,"92,000",--,8,8.1,7,8.3,8.6,7.1,8.8
Narsee Monjee Institute of Management Studies ,Telangana,Science,"1,16,500",--,8.8,8.9,8.4,9.2,8.9,8.5,8.9
A.V. College of Arts Science and Commerce ,Telangana,Science,"22,605","12,640",8,8.1,6.3,8.1,8.7,7.8,8.9
Osmania University College for Women ,Telangana,Science,"7,640","35,560",8.2,8,8.4,8.7,8.5,6.5,9
Indian Institute of Management and Commerce ,Telangana,Science,"37,500",--,7.7,8.3,5.3,8.6,7.5,8.1,8.3
Osmania University ,Telangana,Science,"2,260",--,7.9,8.3,7.5,8,8,7.7,7.9
Kakatiya University ,Telangana,Science,"3,010","11,840",7.2,7.4,6.8,7.6,7.2,6.8,7.4
Directorate of Sorghum Research ,Telangana,Science,--,--,--,--,--,--,--,--,--
Siva Sivani Institute of Management ,Telangana,Science,--,--,7.4,7.6,7.2,7.6,7.3,7.3,7.5
"Anurag University, Hyderabad ",Telangana,Science,"54,000",--,8.3,8.5,7.5,8.2,8.9,8,8.4
Centre for Cellular and Molecular Biology ,Telangana,Science,--,--,8.4,--,--,8.7,--,8.2,8.3
Dr. B.R. Ambedkar Open University ,Telangana,Science,"12,600","1,000",6.7,7.3,5.6,7.8,7.2,5.5,6.8
K L University ,Telangana,Science,--,--,7.9,7.9,7.4,8.1,8.2,7.6,8.1
"Gandhi Medical College, Secunderabad ",Telangana,Science,--,--,7.3,7.9,7.6,7.7,7,6.9,6.7
Maulana Azad National Urdu University ,Telangana,Science,"4,700","9,000",7.8,7,8.3,8.1,8.6,7.1,7.9
Sarojini Naidu Vanita Mahavidyalaya ,Telangana,Science,"12,200","25,975",9.4,9.8,9.8,8.5,9.5,9,9.5
Raja Bahadur Venkat Rama Reddy Women's College ,Telangana,Science,"22,780",--,8.2,7.8,7.6,8.6,8.3,7.9,8.7
"IPS Academy, Indore ",Madhya pradesh,Science,"11,429","11,644",7.6,7.7,7.1,7.5,8,7.2,7.8
Indian Institute of Technology ,Madhya pradesh,Science,"46,800","78,800",8,8.4,7.6,8.1,7.7,7.8,8.4
School of Planning and Architecture ,Madhya pradesh,Science,--,--,7.5,8.4,7.7,8.1,7.7,5.7,7.4
National Law Institute University ,Madhya pradesh,Science,"83,500",--,8.4,8.6,7.9,7.9,9.1,8.5,8.4
Maulana Azad National Institute of Technology ,Madhya pradesh,Science,"38,600",--,7.8,7.8,7.5,7.5,7.6,8.1,8.5
Indian Institute of Forest Management ,Madhya pradesh,Science,"1,00,000",--,9,9,9.1,9,9.3,8.5,9.1
Atal Bihari Vajpayee Indian Institute of Information ,Madhya pradesh,Science,"75,070",--,7.6,7.5,7,7.1,8.2,7.7,8
Rabindranath Tagore University ,Madhya pradesh,Science,"15,000","20,000",7.7,8,7.4,7.8,8.6,6.4,7.8
"Rajeev Gandhi College, Bhopal ",Madhya pradesh,Science,"15,000","20,000",6.7,7,5.9,7.3,7.1,5.6,7.2
Jawaharlal Nehru Krishi Vishwa Vidyalaya ,Madhya pradesh,Science,"74,411","58,395",7.9,8.2,7.5,8.7,7.7,7,8.4
Prestige Institute of Management ,Madhya pradesh,Science,"62,450",--,8.4,9.1,6.8,9,8.2,8.7,8.3
Islamia Karimia College ,Madhya pradesh,Science,"9,852","22,550",5.9,6,5.5,8,5.5,4.5,6
Shri Vaishnav Institute of Management ,Madhya pradesh,Science,"22,120",--,8.1,8.6,7.1,8.7,8,7.5,8.6
Institute for Excellence in Higher Education ,Madhya pradesh,Science,"23,882","34,907",7.2,7.9,6.5,7.9,7,6.7,7.4
"M.B. Khalsa College, Indore ",Madhya pradesh,Science,"22,000","20,000",6.6,6.7,5.2,7.8,7.1,5.7,7
"Amity University, Gwalior ",Madhya pradesh,Science,"48,000","64,000",8.6,8.8,8.5,8.4,9.3,8,8.3
Government M L B Girls PG College ,Madhya pradesh,Science,--,--,6.9,7.1,6.5,7.4,6.5,5.8,7.8
"Devi Ahilya Vishwavidyalaya, Indore ",Madhya pradesh,Science,"18,500","54,500",7.5,8,6.5,7.8,7.5,7,7.9
"Government Maharani Laxmi Bai Girls PG College, ",Madhya pradesh,Science,"1,300","8,420",--,--,--,--,--,--,--
"Altius Institute of Universal Studies, Indore ",Madhya pradesh,Science,"30,000",--,9,9,8,--,--,--,--
Regional Institute of Education ,Madhya pradesh,Science,"14,710",--,8.6,9,8.3,8.5,8.9,8.4,8.2
Barkatullah University ,Madhya pradesh,Science,"5,650","30,000",6.9,7.3,6.1,7.4,6.9,6,7.5
Indira Gandhi National Tribal University ,Madhya pradesh,Science,"8,740","10,400",7.5,7.5,7.3,8.4,7.9,5.9,7.9
Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya ,Madhya pradesh,Science,"27,620","17,855",8.2,9,7,8.5,8,8,8.6
Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Madhya pradesh,Science,"9,100","13,650",7.7,8.3,6.3,8.7,7.3,7.8,7.9
Awadhesh Pratap Singh University ,Madhya pradesh,Science,"30,000","36,000",7.1,7.9,6.5,8.1,7.2,5.3,7.3
"Career College, Bhopal ",Madhya pradesh,Science,"15,000","15,000",8.3,8.4,7.6,8.7,8.3,8.4,8.3
Madhya Pradesh Bhoj (Open) University ,Madhya pradesh,Science,"10,260","6,180",7.8,8.6,7.4,8.7,7.5,7.6,7.2
Bonnie foi College ,Madhya pradesh,Science,"12,000","18,800",--,--,--,--,--,--,--
"VIT Bhopal University, Bhopal ",Madhya pradesh,Science,"43,000","77,000",7.9,8.6,7.7,8.4,7.1,8.1,7.4
"Trivandrum University College, Thiruvananthapuram ",Kerala,Science,"1,555","3,595",8.5,9.2,8,8.6,9,7.5,8.6
"Mar Ivanios College, Thiruvananthapuram ",Kerala,Science,"4,065","4,725",8.3,8.7,8.1,8.7,8.8,6.6,9
Sacred Heart College ,Kerala,Science,"6,970","10,200",8.5,8.9,7.5,8.6,8.8,8,9.1
Rajagiri College of Social Sciences ,Kerala,Science,"23,853","46,803",8.5,8.8,8.5,8.8,8.5,8,8.1
"Government College for Women, Thiruvananthapuram ",Kerala,Science,--,--,8.2,9,6.8,8.8,9,7.1,8.6
"St Thomas' College, Thrissur ",Kerala,Science,"2,570","3,980",7.4,8,7,8.1,7,6.6,7.9
"St. Albert's College, Ernakulam ",Kerala,Science,"37,500","45,000",7.1,7.9,6.4,7.7,7,6.5,6.9
St. Berchmans College ,Kerala,Science,"9,550","1,42,000",8.4,8.6,8.2,8.6,8.6,7.7,8.5
"St Teresa's College (Autonomous), Ernakulam ",Kerala,Science,"3,500","7,000",8.4,8.9,7.4,9,8.2,7.7,9.3
"Mahatma Gandhi College, Trivandrum ",Kerala,Science,"2,800","84,376",8.1,8.7,7.5,8.6,8.8,5.9,8.9
"Government Arts College, Thiruvananthapuram ",Kerala,Science,--,--,7.8,9.3,6.3,9,8,6.5,7.5
"Farook College, Kozhikode ",Kerala,Science,"3,190","5,020",8.1,8.7,8.1,8.5,8.5,5.8,9
"Newman College, Thodupuzha ",Kerala,Science,"3,265","4,993",7.2,8.4,5.1,7.8,8,6.6,7
T.K.M. College of Arts and Science ,Kerala,Science,"22,500","37,500",8,8.1,7.5,8.1,8.3,7.5,8.6
"St Joseph's College Devagiri, Calicut ",Kerala,Science,"71,300","38,000",8.4,8.8,7.7,8.7,8.7,7.4,9
"Fatima Mata National College, Kollam ",Kerala,Science,"3,805","5,090",8.2,8.7,6.3,8.7,9.3,6.9,9.3
"Christ College Irinjalakuda, Thrissur ",Kerala,Science,"8,71,000","9,70,000",8,8.3,7.7,8.2,8.4,7.2,8.3
"Mar Thoma College, Tiruvalla ",Kerala,Science,--,--,7.2,7.6,6.7,8.3,7.4,5.2,7.7
"Nirmalagiri College, Kannur ",Kerala,Science,"2,545","4,380",8,9.3,7.3,8.1,9,6.7,7.8
National Institute of Technology ,Kerala,Science,"27,405","27,405",8.1,8.4,7.9,7.7,8,8.1,8.2
Indian Institute of Space Science and Technology ,Kerala,Science,"21,400","87,400",8.1,8.9,7.8,8.5,8.6,7.7,7.2
Mahatma Gandhi University ,Kerala,Science,"3,280","20,200",7.7,8,7.5,8,8,6.2,8.2
Calicut University ,Kerala,Science,"2,520","5,525",7,7.5,6.2,7.5,7.4,5.4,7.9
"Oriental School of Hotel Management Lakkidi, Wayanad ",Kerala,Science,"97,800",--,7.5,8.3,7,7.6,7.1,8.1,6.7
"Bishop Vayalil Memorial Holy Cross College, Kottayam ",Kerala,Science,"18,470","41,828",7.6,8.3,6.6,9,7.7,7.3,6.7
"St. Mary's College Sulthan Bathery, Sulthan Batheri ",Kerala,Science,"45,000",--,6.8,7.8,6.9,6.8,7.5,3.8,7.8
"Government College, Kasaragod ",Kerala,Science,--,--,8.2,8.3,7.4,9.1,8.7,6.6,9
"Cochin University of Science and Technology, School ",Kerala,Science,"8,595",--,8.3,8.5,7.8,8.3,8.2,8.2,8.7
SCMS School of Technology and Management ,Kerala,Science,"45,000",--,7.8,7.9,7.7,8.4,7.5,8.3,7.2
Kerala Veterinary and Animal Sciences University ,Kerala,Science,"1,52,350","1,19,100",8.1,8.7,7,8.4,8,8.2,8
Birla Institute of Technology and Science ,Rajasthan,Science,"4,92,950","86,825",8.9,8.8,8.2,8.8,9,9,9.3
National Law University ,Rajasthan,Science,"95,000",--,8.4,8.8,8.1,7.5,8.6,8.8,8.5
College of Veterinary and Animal Sciences ,Rajasthan,Science,"15,740","15,740",7.8,8.4,7.5,7.7,8.2,7.8,7.3
"Institute of Hotel Management, Jodhpur, Jodhpur ",Rajasthan,Science,"48,000",--,8,8,7.6,8,8.2,8.1,8
"Banasthali Vidyapith, Jaipur ",Rajasthan,Science,"1,18,500","1,18,500",8.5,8.8,8.2,8.9,8.6,7.9,8.8
Indian Institute of Technology ,Rajasthan,Science,"58,500","65,500",8.2,8,7.9,8.2,8.2,8,8.7
All India Institute of Medical Sciences ,Rajasthan,Science,"1,465","20,000",8,8.3,7.9,8.4,8.8,7.7,7.1
Malaviya National Institute of Technology ,Rajasthan,Science,"67,665","71,065",8.2,8.2,7.4,8,8.7,8.2,8.5
Madhav University ,Rajasthan,Science,"45,000","22,000",7.8,7.9,7.5,8.2,7.9,7.3,7.8
"St Xaviers College, Jaipur ",Rajasthan,Science,"57,000",--,7.6,8.2,7.1,8.3,7.8,6,8.4
"Dr SN Medical College & Hospital, Jodhpur ",Rajasthan,Science,--,--,7.9,8.1,6.8,8.5,8,7.8,7.9
Janardan Rai Nagar Rajasthan Vidyapeeth University ,Rajasthan,Science,"23,000","26,000",7.8,8.3,7.5,8.3,7.9,7.3,7.5
"Amity University, Jaipur ",Rajasthan,Science,"1,22,000","1,18,000",8,7.8,7.6,7.8,8.9,7.4,8.7
"Poddar Group of Institutions, Jaipur ",Rajasthan,Science,"37,000","36,000",7.7,8.3,7.1,8.6,7.4,6.9,8
"Lucky Institute of Professional Studies, Jodhpur ",Rajasthan,Science,"26,000","35,000",7.7,7.8,8,8.3,7.7,6,8.2
Jai Narain Vyas University ,Rajasthan,Science,480,420,6.2,6.9,5.2,7.1,6.4,4.9,6.4
Mahatma Jyoti Rao Phoole University ,Rajasthan,Science,"52,000","50,000",6.8,6.9,6.2,7.4,7.7,6.4,6.4
"Lachoo Memorial College Science and Technology, Jodhpur ",Rajasthan,Science,"51,175","51,175",6.5,7.4,5.5,6.8,7.1,4.7,7.3
Birla Institute of Technology ,Rajasthan,Science,--,--,7.2,8.1,5.4,8.1,6.9,7.8,7.1
Career Point University ,Rajasthan,Science,"39,000","31,000",8.3,8.4,7.9,8.4,8.4,7.6,8.9
"IIHMR University, Jaipur ",Rajasthan,Science,"1,40,000",--,8.5,8.6,8.1,8.5,8.8,8.5,8.2
"SPC Education Center, Jaipur ",Rajasthan,Science,"2,500","2,500",10,--,--,--,--,--,--
College of Veterinary and Animal Sciences ,Rajasthan,Science,"15,740",--,8.8,9,8,9,8.5,8.5,9.5
"St Wilfreds College for Girls, Jaipur ",Rajasthan,Science,--,--,7.5,8.4,6.5,8.3,7.4,6.7,7.5
Mewar University ,Rajasthan,Science,"35,000","38,000",8,7.9,7.1,8.1,8.8,7.3,8.6
"Jaipur National University, School of Business & ",Rajasthan,Science,--,--,8.1,8.4,8,9,7.4,7.6,8.3
"Swami Keshwanand Rajasthan Agricultural University, Bikaner ",Rajasthan,Science,"12,710","15,030",8.1,8.4,7.6,8.5,7.6,7.7,8.5
"Alankar P.G. Girls College, Jaipur ",Rajasthan,Science,"26,000","40,000",9,9,9,9,9,9,9
University of Rajasthan ,Rajasthan,Science,"5,440","8,770",7.6,8.1,7.1,8.1,7.9,6.5,7.8
Mehr Chand Mahajan Dayanand Anglo Vedic College ,Haryana,Science,"37,200","22,900",8.2,8.4,8,8.5,8.2,7.6,8.4
"Post Graduate Government College, Chandigarh ",Haryana,Science,"26,590","53,760",7.7,8.4,7.2,8.4,7.5,6.5,7.9
"Government Home Science College, Chandigarh ",Haryana,Science,"87,060","55,530",9.1,8.7,9.3,9.3,8.7,8.7,9.7
Goswami Ganesh Dutt Sanatan Dharama College ,Haryana,Science,"24,500",--,8.1,8.6,7.6,8.5,8.1,7.1,8.8
Post Graduate Institute of Medical Education & ,Haryana,Science,"7,320","3,470",8,8.3,6.8,8.8,8.2,8,8
Panjab University ,Haryana,Science,"12,700","12,000",7.7,8.2,7.7,8,7.7,6.5,8.2
National Dairy Research Institute ,Haryana,Science,"17,800",--,9,8.8,8.7,9.1,9.4,9.1,8.9
Maharshi Dayanand University ,Haryana,Science,"11,315","3,984",7.8,8,7.7,8,8.4,6.6,8
Government Medical College and Hospital ,Haryana,Science,"9,500","26,054",7.9,8.7,7,8.5,8.2,6.9,8.3
National Institute of Technology ,Haryana,Science,"16,000",--,8.2,8,7.4,8.1,8.2,8.6,8.6
Pt Bhagwat Dayal Sharma Post Graduate Institute ,Haryana,Science,"12,395","15,405",7.5,8.4,7.5,8.1,7.5,7.6,6.1
Chandigarh University ,Haryana,Science,"1,10,000","1,00,000",8.6,8.6,8.2,8.4,9,8.6,8.8
"Chitkara School of Hospitality -[CSH], Chandigarh ",Haryana,Science,--,--,8.4,8.7,7,9,8.3,8.7,8.5
"University Institute of Tourism and Hospitality Management, ",Haryana,Science,"1,16,000",--,9.6,9.8,9.4,9.8,9.6,9.6,9.6
Punjab Engineering College University of Technology ,Haryana,Science,"28,000",--,8,7.9,7.3,7.6,7.7,8.4,9
Apeejay Stya University ,Haryana,Science,"2,90,200","1,20,000",7.9,8.2,7.5,7.9,7.5,7.7,8.3
"University School of Business, Chandigarh University ",Haryana,Science,"60,000",--,9.1,9.1,8.8,9.1,9.2,9.3,8.9
Kurukshetra University ,Haryana,Science,"8,290","40,600",7.5,8.1,7,8,7.7,6.5,7.7
"Arya Post Graduate College, Panipat ",Haryana,Science,"28,900","48,500",7.8,8.4,6.8,8.8,8,6.3,8.6
National Institute of Food Technology Entrepreneurship and ,Haryana,Science,"1,15,690",--,8.1,8.5,7.1,6.9,9.4,8.5,7.9
Guru Jambheshwar University of Science and Technology ,Haryana,Science,"22,600","44,800",7.7,7.7,7.3,7.5,8.9,6.5,8
"J.C. Bose University Of Science And Technology, ",Haryana,Science,"53,195","53,195",7.3,7.7,6.5,7.4,6.6,7.7,7.6
Maharishi Markandeshwar ,Haryana,Science,"45,000","53,500",7.5,7.6,7.2,7.7,8.3,6.8,7.6
DAV College ,Haryana,Science,"29,065","58,910",8,8.4,7.4,8.3,8,6.8,8.8
"Morph Academy, Chandigarh ",Haryana,Science,"70,000","80,000",8.3,9,6,9,8.5,8.5,9
Manav Rachna International Institute Of Research And ,Haryana,Science,"1,16,000","1,65,000",7.2,7.1,6.7,6.5,8.4,6.5,7.8
"SRM University Delhi NCR, Sonepat ",Haryana,Science,"88,500","88,500",7.8,8,7.5,7.9,8.1,7.6,7.9
"Ashoka University, Sonepat ",Haryana,Science,"9,25,000","45,000",8.6,8.6,8.6,8.9,8.7,8.3,8.5
MM Institute of Hotel Management and Catering ,Haryana,Science,"53,500","70,500",--,--,--,--,--,--,--
"Gurugram University, Gurgaon ",Haryana,Science,"50,000",--,8.2,8.6,7.4,8.4,8.6,8,8.1
PD Patel Institute of Applied Sciences ,Gujarat,Science,"49,000","80,000",8.3,8,7,9,--,--,--
"St Xavier's College, Ahmedabad ",Gujarat,Science,"9,985","70,100",8.1,8.4,7.4,8.6,8.3,7.3,8.7
Indian Institute of Technology ,Gujarat,Science,"48,500","48,500",8.4,8.3,8.4,8.8,9.1,7.2,8.8
National Institute of Pharmaceutical Education And Research ,Gujarat,Science,"1,50,450","92,000",7.5,7.7,6.7,7.7,8,7.3,7.8
"GLS Institute of Computer Application, Ahmedabad ",Gujarat,Science,--,--,8.1,8.5,7.4,8.4,8.4,7.7,8
"Institute of Pharmacy, Nirma University, Ahmedabad ",Gujarat,Science,"98,200",--,8.4,8.8,7.8,8.3,9,7.7,8.5
B. J. Medical College ,Gujarat,Science,--,--,8.6,9,8.3,8.5,8.1,9.3,8.3
Maharaja Sayajirao University of Baroda ,Gujarat,Science,"9,090","8,840",7.9,8.3,7,8.4,8,7.2,8.4
Sardar Vallabhbhai National Institute of Technology ,Gujarat,Science,"87,500","40,000",8,7.9,7.8,7.6,8.2,7.9,8.4
"Smt. NHL Municipal Medical College, Ahmedabad ",Gujarat,Science,--,--,7.7,8.4,7.4,8.2,6.3,8.4,7.4
"Junagadh Agricultural University, Junagadh ",Gujarat,Science,"39,140","39,140",7.9,8,7.9,7.7,8.2,6.9,8.6
Pramukhswami Medical College ,Gujarat,Science,--,--,8,8.7,6.2,8.8,8.3,8,8
Smt. B.K. Shah Medical Institute and Research ,Gujarat,Science,--,--,7.1,7.7,6,7.8,5.7,7.8,7.7
LJ Institute of Computer Application ,Gujarat,Science,--,--,7,8,5.3,7.7,7.3,6.7,7
Swami Vivekanand College of Computer Science ,Gujarat,Science,--,--,--,--,--,--,--,--,--
Dr Babasaheb Ambedkar Open University ,Gujarat,Science,"4,200","26,000",7.7,8.5,5.5,8.5,8,7.5,8.1
"Christ College, Rajkot ",Gujarat,Science,"23,630","33,275",8.2,8.6,7.4,9.2,9,6.6,8.2
"Ahmedabad University, Ahmedabad ",Gujarat,Science,"2,60,000","2,60,000",8.6,9,7.6,8.9,9.2,8,9
Navrachana University ,Gujarat,Science,"80,000","1,10,000",7.7,7.7,7.4,8.2,8,7.2,7.8
Dhirubhai Ambani Institute of Information and Communication ,Gujarat,Science,"3,75,000","65,000",8.7,8.8,8,8.4,8.7,9.2,8.8
LM College of Pharmacy ,Gujarat,Science,--,--,7.4,8,6.4,8.2,7.2,7.2,7.2
"Faculty of Technology and Engineering, Maharaja Sayajirao ",Gujarat,Science,"9,840","9,660",8.1,8.4,6.6,8.5,8,8.3,8.8
