Feature1,Feature2,Feature3,Feature4,Target
10,42,605,-3,59
71,62,1287,0,45
59,55,1027,1,80
21,55,1032,-1,80
29,65,1436,0,94
55,49,817,-3,74
47,69,1612,-1,94
38,60,1223,1,84
53,46,727,-1,86
28,54,981,1,36
35,46,726,-3,78
54,57,1105,-1,90
33,45,695,1,72
31,42,600,1,46
50,51,885,-1,75
55,40,537,-3,36
48,58,1126,0,32
86,49,807,0,53
68,47,742,1,42
47,51,876,2,45
13,48,792,-1,79
80,40,535,0,36
16,66,1461,-2,34
21,69,1610,-2,79
54,60,1223,2,90
63,65,1417,2,49
39,44,658,1,52
32,68,1548,-2,35
52,56,1051,2,35
39,64,1388,0,84
50,41,576,-1,68
34,46,713,2,34
48,58,1129,2,40
40,61,1267,-3,99
72,68,1542,-1,31
43,40,545,-2,53
37,42,611,-2,86
67,57,1085,1,33
58,40,551,0,75
17,63,1340,2,55
22,42,602,2,48
66,56,1055,2,54
61,50,840,0,45
24,56,1071,-3,91
27,54,994,-2,79
47,69,1603,2,64
41,45,695,1,76
21,62,1306,-3,86
58,55,1031,-2,94
66,59,1168,1,49
26,45,691,-3,61
55,67,1515,-2,81
46,56,1062,-3,70
78,69,1597,2,59
28,47,765,0,98
89,53,939,2,43
43,62,1301,0,76
12,46,733,1,88
35,61,1250,-1,43
75,49,810,-2,60
10,49,818,0,57
13,50,862,-3,93
50,68,1562,0,83
50,54,980,1,43
37,64,1380,-2,61
85,45,678,-3,46
64,53,951,-1,72
17,52,920,-1,63
39,49,817,0,67
46,56,1071,1,94
45,47,753,0,68
19,48,790,-2,77
10,66,1466,2,44
23,46,723,-1,62
89,48,770,0,42
15,45,704,-3,95
46,68,1563,2,80
25,40,553,-1,70
42,66,1472,-3,81
40,57,1107,1,88
79,65,1410,-2,40
84,43,618,2,37
65,66,1458,0,43
30,65,1433,-2,88
42,53,955,1,73
47,45,702,2,98
89,40,544,2,66
71,62,1293,0,62
86,53,938,0,40
29,49,822,2,74
52,68,1548,0,42
76,43,621,1,42
44,58,1146,-1,94
32,52,918,-1,64
84,67,1499,0,43
13,43,647,2,96
34,47,749,-2,53
13,66,1475,2,72
45,55,1020,0,54
65,61,1258,-2,80
31,69,1594,1,32
71,67,1502,-3,47
34,64,1388,-2,84
83,54,974,-3,42
77,61,1242,1,35
55,54,981,2,48
68,51,886,1,83
28,42,596,-2,38
71,53,948,2,62
34,47,752,-2,62
80,41,578,1,83
72,50,848,0,72
59,43,624,1,46
13,68,1553,2,38
17,58,1134,-3,47
68,60,1213,2,64
60,51,872,0,38
82,56,1049,0,43
23,59,1184,0,79
87,60,1209,1,62
19,40,542,-2,37
54,49,823,2,88
55,68,1549,2,44
61,61,1264,1,95
10,44,655,0,32
73,50,855,-2,97
45,68,1555,-3,61
89,46,714,2,61
25,44,656,-3,45
20,47,748,-3,47
11,67,1513,-1,54
62,52,917,-2,74
57,59,1182,-2,89
56,66,1457,1,36
16,51,894,-2,89
36,44,654,0,40
15,40,555,-2,74
86,42,594,2,50
33,47,761,0,86
17,48,793,2,80
14,64,1389,0,78
18,49,813,2,44
33,62,1310,2,98
56,47,743,2,40
56,51,891,0,95
83,61,1241,0,36
61,55,1029,-2,87
13,47,761,2,77
34,69,1606,2,70
75,46,710,-2,45
79,52,906,-2,47
79,66,1463,2,62
24,63,1333,2,39
75,52,919,-2,85
65,68,1544,-3,36
81,57,1096,1,69
30,65,1422,-1,55
76,65,1416,-2,55
50,54,989,-2,72
27,59,1184,2,79
35,50,852,1,68
20,51,882,0,52
61,53,949,-3,65
16,50,843,-1,35
43,55,1018,2,44
20,56,1067,-2,74
55,43,625,1,48
14,67,1511,-1,50
44,54,993,-1,82
80,55,1020,0,66
28,47,753,-2,62
31,58,1149,1,94
11,53,958,-1,70
64,55,1019,0,59
67,56,1062,-3,80
38,64,1371,-2,35
10,57,1105,-3,72
83,45,680,1,47
71,62,1293,0,64
21,69,1607,2,65
26,58,1149,0,94
82,52,921,0,92
86,50,848,-1,78
11,55,1017,1,30
11,60,1211,2,35
35,59,1172,-1,51
11,66,1474,-1,70
26,51,894,1,91
45,52,909,2,40
74,65,1413,-2,47
19,48,796,1,91
12,55,1029,-3,69
48,63,1337,2,59
62,53,944,2,46
39,56,1054,1,42
24,57,1095,-3,49
89,55,1015,1,54
52,46,712,-2,42
50,63,1329,-2,40
18,40,545,-2,45
76,66,1471,0,86
63,62,1294,-1,63
53,63,1343,-2,82
21,58,1145,2,77
43,61,1249,1,42
21,60,1230,-2,99
60,69,1608,-3,90
88,63,1342,0,91
81,54,988,-2,81
16,54,993,-3,72
59,60,1204,-3,38
30,66,1473,2,73
38,49,809,-2,44
80,44,660,2,75
72,68,1551,0,59
68,53,949,2,62
18,56,1069,-1,78
15,50,863,-2,97
76,47,737,-2,34
35,54,995,1,82
30,68,1547,-3,33
48,47,748,-1,55
56,62,1302,-2,85
74,61,1256,-2,79
24,58,1145,2,80
42,69,1613,-1,97
36,56,1061,0,62
76,47,737,0,33
32,42,612,1,84
22,68,1568,-3,91
70,69,1607,-1,89
76,65,1412,-2,43
82,51,875,1,56
11,65,1436,1,85
73,51,880,2,67
45,47,763,0,97
86,56,1058,-3,75
62,53,949,0,62
72,55,1024,-3,78
86,64,1370,-2,49
34,56,1072,-1,94
51,56,1049,-3,33
70,43,625,1,54
66,66,1471,-1,85
78,57,1098,1,74
36,64,1378,-2,54
73,45,684,-2,59
63,51,890,1,94
39,66,1471,0,74
35,60,1217,-2,66
53,49,809,-1,49
63,44,665,0,85
40,54,1000,1,98
61,45,690,-3,71
76,62,1295,1,69
42,58,1128,1,35
36,69,1611,-2,87
75,63,1340,-2,82
53,59,1180,1,80
38,58,1140,2,68
64,46,715,-3,59
22,40,542,2,34
11,50,844,-1,38
48,41,568,-2,43
89,60,1208,1,58
35,53,941,-3,32
83,41,562,0,38
86,45,678,-1,43
28,61,1256,0,59
67,46,722,-3,80
15,47,752,1,52
50,44,670,2,91
74,51,867,-2,32
55,54,993,2,82
10,47,761,-1,79
75,49,813,-3,71
13,57,1099,1,53
81,44,648,0,41
79,45,680,1,45
52,61,1254,1,62
69,43,635,-3,86
80,47,753,1,81
45,63,1332,-2,46
67,41,580,2,84
32,46,719,2,53
22,55,1028,1,66
13,51,875,-3,31
67,51,871,-1,41
28,68,1551,2,38
48,44,655,2,46
74,47,736,-1,31
65,52,922,-3,92
84,55,1008,-1,33
42,65,1430,-2,83
17,48,785,0,59
32,41,584,1,84
67,56,1058,-2,66
34,66,1466,2,55
78,58,1128,1,50
59,68,1545,-1,36
71,40,542,2,52
39,57,1097,-1,58
64,42,592,1,36
79,52,916,-1,76
29,64,1380,-3,58
29,69,1603,0,60
77,66,1466,1,71
51,55,1032,0,91
78,60,1209,-3,60
30,63,1334,-1,46
49,54,995,-1,89
67,50,853,-1,87
70,58,1133,-3,67
23,69,1600,-1,49
64,58,1129,2,47
30,52,929,-1,97
86,64,1380,-3,81
39,47,751,0,59
55,61,1248,1,43
67,47,758,2,90
57,57,1105,-3,93
40,56,1062,1,64
52,64,1388,0,89
88,40,547,1,75
82,46,727,-1,98
83,66,1458,2,50
70,49,820,0,87
62,54,975,-2,37
30,42,613,-3,90
39,65,1434,1,93
48,48,774,1,37
82,68,1551,-3,65
23,51,882,-1,56
31,44,666,-3,76
51,51,883,-3,70
33,52,921,1,72
45,49,822,2,81
28,41,584,1,81
49,44,663,1,72
84,63,1337,0,77
80,59,1164,0,43
85,57,1097,2,73
30,52,913,1,46
21,50,853,-1,68
41,62,1299,-3,72
30,43,632,-2,60
63,68,1564,-3,97
30,45,695,0,73
23,67,1514,-2,65
45,67,1505,0,43
70,58,1140,0,84
80,55,1031,2,97
39,51,884,1,66
34,66,1470,-1,68
72,51,886,0,87
89,61,1240,-1,37
24,40,540,-2,31
36,66,1463,1,45
58,40,552,-3,83
66,48,786,0,79
45,47,751,1,60
46,59,1167,-1,39
22,65,1424,-3,59
12,43,644,-3,92
22,69,1601,-1,53
61,41,564,-1,37
24,67,1524,-3,97
36,52,911,1,42
41,60,1216,0,64
87,66,1463,-3,70
77,57,1100,-1,82
84,56,1047,1,39
73,41,569,0,55
19,55,1020,-3,47
37,48,776,-3,43
45,42,605,2,67
14,59,1173,-2,46
31,44,657,1,45
78,51,881,2,70
30,58,1142,-3,78
88,60,1206,1,52
17,41,589,-2,95
39,48,775,-3,39
79,49,821,-1,95
61,41,570,-1,55
55,48,787,-3,81
67,67,1520,0,99
36,50,846,-2,53
77,54,982,-1,62
24,42,600,1,45
42,63,1335,-1,54
11,47,746,2,30
75,54,972,-1,31
52,46,712,-3,43
70,56,1058,2,64
27,50,849,1,57
77,63,1331,-2,57
55,68,1567,1,98
10,53,946,-3,37
20,60,1209,-1,35
61,62,1303,-3,92
75,51,879,1,65
28,63,1346,-3,82
36,66,1467,-2,60
45,56,1068,1,86
20,63,1337,2,49
66,63,1345,0,93
26,48,787,-3,71
21,64,1395,2,95
46,56,1056,0,51
82,43,620,-3,48
16,60,1231,2,97
71,40,557,2,96
32,46,734,0,98
35,50,853,0,74
32,41,576,1,58
18,63,1349,-1,87
54,62,1297,-2,71
87,40,549,-1,83
88,40,551,2,86
69,60,1201,-1,31
43,53,961,2,88
47,66,1459,1,39
64,57,1086,-1,37
85,59,1183,2,99
52,41,579,1,77
65,58,1141,-3,89
24,42,608,-3,74
30,52,918,2,59
33,55,1023,0,57
36,47,754,0,66
82,62,1293,-1,70
80,48,782,-3,78
86,60,1200,-1,36
40,54,986,2,57
20,66,1464,2,43
46,64,1390,-1,92
15,51,889,-1,73
45,47,748,-1,54
58,65,1430,2,86
14,64,1394,-2,94
55,56,1052,0,42
44,46,716,-2,52
24,67,1511,-1,56
45,59,1184,-2,91
76,51,871,0,41
43,45,700,0,91
71,68,1561,-2,89
89,49,801,-1,38
43,68,1562,0,78
17,45,684,-2,36
25,40,557,2,78
86,43,638,1,98
51,56,1055,1,47
75,57,1091,-3,58
48,59,1183,1,86
11,58,1133,2,36
86,45,674,0,32
89,66,1468,0,84
84,52,913,0,68
21,69,1599,2,42
44,43,639,0,85
85,43,621,-3,51
74,42,596,-2,55
54,59,1174,-3,67
35,43,632,-2,64
83,42,597,0,61
56,64,1369,2,31
25,52,922,-2,75
68,51,882,0,71
68,55,1026,2,79
76,68,1543,-3,38
53,47,750,-3,64
75,61,1260,-1,90
73,42,611,0,97
60,50,840,0,44
75,57,1084,-3,35
41,48,783,-2,63
16,61,1259,-1,63
35,61,1257,-2,66
63,47,751,1,68
87,51,885,0,90
53,42,598,-2,54
52,59,1178,1,73
33,48,777,-3,43
66,61,1250,-1,56
76,50,844,-1,64
13,61,1267,-3,88
79,63,1337,-1,75
45,51,891,0,89
66,43,621,-3,44
18,62,1298,-2,58
54,55,1020,-2,58
74,47,746,0,59
30,42,599,-1,45
63,68,1554,2,60
56,51,883,-1,70
87,46,708,-3,46
67,40,543,0,57
27,46,729,1,82
50,52,921,0,79
82,47,739,-2,42
79,51,873,-1,50
43,50,853,-1,76
63,50,852,2,79
20,47,754,1,61
59,65,1416,-1,47
30,67,1511,-2,58
80,41,567,-2,54
55,47,744,2,44
25,56,1066,2,70
41,40,546,-3,58
88,42,607,-3,96
20,50,849,-2,58
14,60,1212,0,42
51,55,1020,-2,58
73,56,1060,2,71
62,61,1242,-2,31
18,59,1177,-2,58
61,69,1595,-3,50
43,47,752,-2,66
42,41,573,0,56
34,51,895,-2,99
55,60,1216,0,70
80,57,1104,0,95
59,57,1098,1,69
33,56,1067,-3,80
87,49,815,-2,82
61,47,758,1,89
73,67,1512,-2,77
10,65,1428,1,63
44,62,1286,-3,36
31,67,1509,-1,51
10,53,957,1,64
50,67,1504,-1,45
32,67,1505,-2,40
62,59,1181,-1,89
60,56,1048,-2,33
86,40,533,-1,35
61,46,717,0,58
81,53,935,-3,30
76,57,1083,-2,31
25,59,1187,0,89
77,60,1209,-1,60
34,45,686,1,47
77,55,1009,-2,34
22,63,1348,1,82
70,63,1337,1,69
49,43,624,-3,47
18,66,1467,0,51
46,57,1110,1,98
61,62,1283,0,30
52,49,804,-3,34
42,51,887,2,76
48,42,601,-3,62
14,66,1473,2,68
15,63,1336,-2,47
42,43,622,2,33
85,58,1132,-3,69
26,45,703,-2,96
60,59,1169,-1,51
34,57,1093,-3,46
47,62,1302,-2,82
40,61,1247,-3,40
24,51,893,-3,90
89,66,1473,1,97
82,40,555,2,97
73,68,1561,1,86
18,48,779,2,37
61,60,1208,-1,50
13,40,554,-2,68
36,42,600,2,49
27,54,991,-1,70
15,47,748,2,38
79,63,1343,1,92
57,69,1611,1,93
59,55,1023,-1,69
47,49,807,-2,41
42,53,945,0,43
83,42,606,-3,91
83,60,1211,0,66
45,47,758,-2,85
62,52,919,1,76
50,61,1245,-3,37
49,42,607,-3,81
61,64,1378,0,62
65,63,1334,-2,62
83,43,617,1,33
36,43,643,2,91
51,57,1102,2,74
75,65,1422,0,70
42,53,955,1,73
76,47,753,0,80
47,69,1600,-2,61
84,49,822,1,99
15,42,609,-1,71
68,41,568,-1,52
75,68,1557,2,76
53,61,1244,0,33
58,52,918,-2,76
78,59,1164,0,43
43,66,1469,-2,70
42,58,1139,1,68
45,56,1054,-1,46
35,64,1388,0,82
14,62,1305,2,75
26,51,896,-1,98
56,52,906,-2,38
24,55,1028,-2,70
81,62,1283,1,36
70,46,724,1,82
63,63,1331,-3,53
76,48,776,-1,54
47,48,778,2,48
24,61,1249,-2,38
59,52,908,2,42
38,62,1297,-2,64
51,49,804,0,32
37,60,1217,2,63
52,55,1024,1,67
56,61,1247,-1,42
48,48,772,-1,32
12,49,808,-3,32
58,67,1510,-1,66
27,67,1511,0,55
54,64,1381,1,69
78,67,1517,-2,95
19,69,1614,-2,92
65,66,1473,-1,90
51,62,1291,0,49
84,59,1169,0,60
19,54,985,-1,49
65,52,917,1,72
87,64,1376,-1,67
29,63,1337,0,55
69,52,924,-1,96
27,43,629,0,49
15,64,1380,2,48
48,47,746,0,48
87,49,808,2,56
37,56,1052,-3,37
25,51,889,0,75
24,58,1139,2,62
18,52,919,1,58
23,58,1141,2,67
77,45,684,-3,62
55,50,854,-3,87
56,66,1455,1,30
75,51,883,2,75
74,53,940,1,40
12,50,851,-1,60
88,58,1123,1,38
70,46,723,2,78
83,62,1286,1,47
70,45,691,1,74
66,61,1250,1,54
86,63,1329,-3,56
13,62,1290,-3,35
63,51,879,-3,64
75,46,705,-3,32
34,56,1053,-2,40
42,56,1055,-3,48
40,52,925,-3,90
17,56,1060,-1,51
45,67,1522,1,95
33,63,1345,0,79
76,40,539,2,44
43,61,1249,2,40
62,66,1474,2,88
77,53,956,-1,92
32,47,756,-2,75
12,43,624,-2,31
44,54,987,0,64
39,54,992,2,73
53,68,1563,-1,86
36,60,1217,-3,67
54,67,1521,0,96
82,58,1121,-2,35
39,57,1090,2,34
45,68,1563,-3,87
68,68,1550,2,52
59,60,1216,-1,72
22,63,1352,0,95
53,50,848,1,63
32,44,665,-1,72
50,68,1548,1,39
75,52,907,0,48
39,67,1504,-2,41
34,40,546,-1,52
48,46,717,0,53
67,58,1128,1,46
72,60,1200,-3,31
71,63,1333,-1,60
86,60,1210,-3,66
64,57,1101,-1,80
12,47,750,-3,49
13,45,687,-2,42
18,47,753,-3,60
80,42,592,-3,47
23,65,1438,0,98
57,55,1032,1,92
67,59,1171,-3,63
76,46,718,-1,69
45,62,1304,0,86
29,64,1382,-1,64
33,45,701,-1,92
58,65,1414,-1,41
53,42,594,-3,42
60,66,1466,-3,68
11,57,1096,2,42
65,57,1092,-2,55
21,69,1613,-3,88
34,54,987,1,59
84,62,1300,-1,90
63,50,856,-3,96
50,49,819,2,74
77,40,555,1,94
29,44,666,2,73
56,67,1503,-1,44
87,63,1322,0,33
11,41,580,-2,65
11,61,1266,0,82
12,47,756,-3,66
75,43,625,2,54
40,60,1209,-3,45
48,52,906,-1,34
58,41,581,-1,86
51,64,1371,0,38
51,62,1293,-1,57
69,56,1064,0,83
75,44,646,1,30
26,65,1425,-3,64
30,41,569,0,37
27,58,1135,-2,55
40,52,913,1,49
11,60,1219,2,60
46,42,598,2,47
53,54,977,1,35
30,68,1567,0,89
78,68,1559,0,84
61,65,1425,-3,76
19,64,1395,-1,98
18,42,616,2,89
28,60,1212,-1,48
32,43,627,-3,47
18,58,1131,-1,36
11,49,822,-2,70
83,45,677,-1,41
43,57,1097,-3,63
43,65,1430,-3,85
59,48,792,-3,99
76,40,540,1,49
14,61,1267,0,85
15,62,1305,-2,78
26,62,1289,-1,34
52,57,1106,-2,91
21,63,1341,1,60
62,58,1131,-2,57
42,58,1135,-3,61
38,57,1110,-3,99
75,50,845,1,65
49,63,1344,0,84
30,42,603,-2,58
57,53,961,1,96
87,53,951,-3,82
56,42,610,-2,90
83,60,1212,-3,72
13,61,1252,-3,44
72,56,1061,-2,79
20,47,756,0,67
29,57,1094,2,44
49,60,1205,2,32
53,67,1521,0,95
20,42,617,1,94
22,51,896,2,93
34,50,848,1,56
30,53,947,-3,48
43,61,1257,-2,70
81,48,777,2,57
10,68,1570,-1,92
67,58,1136,1,71
50,52,927,0,96
79,51,885,-3,90
45,47,749,1,55
22,53,960,0,81
53,45,699,0,92
37,60,1212,-2,54
57,51,891,-1,97
65,54,976,2,37
79,40,540,1,51
47,63,1326,-1,30
70,44,658,2,65
66,63,1328,1,40
15,40,561,-3,92
76,58,1127,0,47
87,62,1301,1,92
38,61,1261,1,76
59,53,943,1,43
15,51,898,2,97
12,69,1596,-1,33
85,51,879,-1,71
78,47,744,-2,55
83,55,1025,-2,86
64,51,874,-2,49
69,49,822,-3,95
54,41,565,2,33
61,45,679,1,35
83,65,1428,1,91
23,65,1435,-3,91
65,41,563,0,34
33,68,1557,2,58
84,46,707,-1,40
37,65,1433,2,87
83,46,712,0,53
40,52,915,-3,59
87,53,941,-2,50
34,41,574,-3,58
76,62,1296,-3,76
78,52,902,0,32
69,64,1388,1,96
70,51,888,2,90
72,49,816,-1,76
22,48,784,1,56
47,42,595,0,40
51,54,979,-1,43
31,43,630,-1,55
23,68,1553,2,43
11,40,553,1,63
79,69,1590,-3,45
35,60,1218,2,66
60,55,1013,-3,42
29,51,883,-3,64
20,49,831,0,99
82,68,1554,-3,74
34,56,1061,1,61
16,55,1026,2,57
84,59,1168,2,54
39,64,1378,2,52
18,66,1463,-3,44
89,63,1333,-3,68
10,40,555,1,68
80,62,1284,0,40
82,47,746,2,59
71,40,537,1,38
56,61,1260,1,80
34,65,1431,-2,84
52,67,1521,0,95
55,58,1136,0,66
34,68,1564,0,82
44,50,848,-3,66
19,44,660,-2,54
72,56,1045,-3,31
75,60,1208,-1,55
66,65,1426,-2,80
25,68,1571,2,98
68,66,1466,-3,71
45,48,792,-2,92
51,65,1417,1,45
62,60,1210,-3,58
85,43,633,2,82
29,55,1017,-1,39
56,41,567,-3,44
59,63,1335,-2,62
30,42,602,1,53
59,49,812,-3,61
34,43,627,1,44
82,40,540,0,52
66,64,1376,2,55
39,55,1020,1,49
50,44,657,-3,58
89,53,946,-2,68
11,53,964,-1,89
42,62,1305,2,86
56,59,1185,2,93
80,60,1214,0,74
62,58,1140,0,81
38,40,542,-2,43
61,48,777,2,50
48,57,1108,-1,94
37,68,1556,-3,62
74,51,867,0,31
78,47,738,2,35
29,52,916,0,56
49,63,1328,1,34
43,63,1334,1,49
40,62,1296,1,58
39,44,660,0,61
47,44,659,-2,61
68,69,1596,-3,58
87,44,658,2,72
35,66,1471,-2,74
44,46,711,-1,36
16,58,1148,-2,89
81,55,1010,2,34
58,49,815,-2,68
45,69,1594,-2,42
38,67,1511,0,59
55,47,757,-1,85
74,49,801,2,31
40,50,839,-3,37
62,52,922,-2,89
55,63,1330,-1,44
88,68,1554,-2,75
41,64,1380,-3,63
38,67,1502,-3,34
43,60,1219,-2,77
78,64,1384,1,87
50,41,568,1,42
62,45,691,-2,76
13,65,1417,-3,34
76,67,1509,1,68
80,41,561,-1,36
19,68,1556,-3,55
68,67,1505,-1,55
78,60,1213,2,67
52,59,1177,-3,73
49,44,671,0,97
58,55,1015,1,42
20,45,692,-2,62
12,69,1604,2,53
74,60,1221,2,90
33,68,1555,0,53
54,69,1604,0,73
81,47,758,0,97
25,67,1518,-3,79
38,56,1068,-1,83
87,50,847,2,75
28,67,1504,-1,35
46,61,1259,2,73
51,53,951,0,63
40,46,723,-1,70
35,53,943,-1,34
44,45,687,-2,55
12,61,1271,-2,98
61,55,1032,-1,97
77,50,840,-3,53
71,49,817,2,76
62,63,1334,0,59
25,69,1603,-3,60
74,52,913,-3,67
20,50,843,1,36
73,46,712,-1,51
43,51,885,-3,75
18,65,1425,-2,60
49,62,1303,1,85
75,63,1328,-1,45
85,53,955,0,91
22,57,1108,1,83
52,61,1252,1,55
34,47,757,-3,78
72,57,1101,1,81
36,50,851,1,66
40,53,953,-3,70
26,43,628,-2,48
71,56,1060,-3,75
79,52,917,1,79
88,41,562,-3,43
48,65,1435,0,99
24,51,878,1,43
16,50,843,2,33
56,53,947,-1,56
15,43,647,-1,99
60,66,1472,-1,86
25,62,1293,2,42
27,51,884,1,61
27,58,1146,-3,87
43,69,1603,2,62
58,52,917,-2,72
28,40,546,1,49
69,66,1473,1,89
84,60,1206,2,49
82,44,648,1,41
63,64,1374,2,48
79,57,1103,0,91
65,50,851,1,77
51,42,599,2,52
57,55,1034,2,98
64,59,1175,-3,73
19,61,1269,-1,96
20,67,1522,-1,85
64,65,1427,-3,84
17,50,849,-2,57
12,67,1510,1,46
86,43,636,-1,93
15,48,792,-2,79
43,53,942,-1,35
66,54,986,-3,71
60,51,882,-2,72
44,58,1135,1,59
59,44,660,0,67
33,47,745,1,39
67,55,1027,-2,84
20,56,1076,0,99
70,42,598,2,55
58,53,948,2,56
43,66,1460,1,40
10,62,1294,0,42
25,40,558,0,84
82,53,943,0,52
75,56,1050,0,44
81,45,677,-1,38
44,40,539,0,35
82,47,755,1,87
28,56,1068,-3,83
57,61,1260,0,83
49,54,992,-2,83
79,56,1060,1,76
44,47,753,-1,70
85,40,538,-3,52
79,54,975,2,39
44,43,637,-3,82
24,58,1143,2,73
59,45,683,2,47
62,66,1468,-3,77
31,51,886,2,66
59,60,1207,2,44
21,58,1150,-1,96
34,46,731,-3,95
55,40,545,0,57
19,62,1303,-3,75
48,62,1304,0,88
34,68,1565,2,84
62,69,1597,2,54
52,57,1090,-2,44
29,59,1180,-2,73
44,46,723,-1,71
70,48,771,-3,40
52,57,1100,1,72
48,53,951,-1,64
56,69,1602,-2,69
46,53,948,0,53
73,69,1597,0,60
43,64,1382,1,66
72,68,1543,1,33
89,49,814,-2,78
75,51,884,2,78
75,46,727,1,93
40,51,875,1,38
50,65,1413,-1,36
10,53,947,1,36
71,52,914,0,66
12,60,1228,1,87
88,41,570,-1,64
83,60,1198,-2,30
75,63,1342,0,86
72,44,649,2,38
50,55,1026,0,74
27,60,1207,1,30
70,54,978,-2,49
30,57,1106,-3,83
58,56,1061,0,71
58,69,1599,-3,62
81,41,560,2,30
34,54,999,-1,97
46,61,1260,-2,80
39,67,1520,-1,87
44,44,660,2,60
11,54,990,-1,58
60,44,650,-1,39
87,40,543,-3,67
49,60,1217,1,70
80,62,1294,0,71
85,58,1132,1,66
49,47,751,0,64
74,68,1557,2,76
23,59,1168,1,32
64,41,581,2,87
73,54,986,-3,75
69,43,621,1,42
16,49,832,2,98
23,69,1606,-1,67
29,49,812,-1,48
34,63,1341,-2,70
32,41,572,2,46
54,42,596,2,43
61,48,783,1,69
69,58,1132,2,57
59,41,574,-2,67
44,52,924,-3,89
24,49,808,1,32
15,57,1104,-2,71
26,58,1147,0,88
44,54,978,-1,38
86,50,839,-2,53
40,54,995,-2,87
24,61,1258,1,63
48,57,1103,-3,82
70,66,1474,-3,98
74,60,1200,-2,31
82,49,819,-1,91
68,40,541,1,50
87,51,867,1,33
31,65,1425,2,60
28,61,1250,-1,41
31,63,1337,1,52
85,63,1341,2,85
45,66,1472,-3,80
40,64,1383,-3,73
75,63,1324,-3,37
82,57,1089,-1,53
77,61,1253,1,68
53,55,1025,-1,73
89,64,1377,1,70
25,43,639,0,79
70,64,1384,-2,86
20,53,945,0,35
27,55,1027,-1,68
67,40,546,0,66
20,43,640,0,80
33,60,1221,0,76
25,66,1469,2,60
86,60,1218,-2,91
47,63,1339,-1,69
30,69,1605,-1,66
34,40,556,0,81
82,67,1500,2,43
63,56,1070,-1,99
37,60,1218,-2,70
25,69,1595,1,33
74,61,1264,1,99
62,46,714,-2,52
40,51,879,0,51
22,49,819,-1,66
65,62,1294,0,63
67,58,1137,-1,74
84,57,1094,-3,70
75,63,1333,-1,60
81,57,1103,-2,95
39,55,1018,0,44
15,65,1432,2,75
79,41,574,-2,75
48,44,666,-3,83
25,50,854,-3,74
59,47,760,-1,96
72,57,1096,2,67
17,56,1075,1,94
44,59,1174,-3,61
85,60,1217,1,85
64,43,639,-3,96
88,53,952,0,83
71,45,690,-1,73
45,62,1307,1,94
31,45,683,0,36
45,65,1420,-1,55
59,53,940,-2,36
73,52,915,-2,72
10,51,881,-1,48
32,60,1218,2,64
42,65,1425,-2,70
39,42,606,2,68
40,41,565,-1,32
49,62,1286,1,32
62,53,952,-2,74
85,68,1545,0,44
43,41,584,2,85
60,50,850,-2,75
51,51,874,-2,43
59,57,1108,2,98
25,43,633,-1,62
81,65,1415,-3,55
40,47,755,2,70
10,40,561,-2,88
53,68,1551,0,49
77,66,1454,-2,38
49,44,663,0,72
85,68,1555,2,72
17,43,629,-1,47
83,63,1331,-2,59
60,69,1608,1,85
15,62,1311,-2,98
77,48,777,0,59
39,53,943,-1,38
84,60,1211,-3,70
60,48,790,-2,91
37,59,1184,-3,90
72,60,1200,-3,32
81,53,938,-1,39
77,62,1300,1,85
35,47,750,2,52
66,57,1100,0,76
47,50,842,0,46
52,55,1023,-1,66
43,53,955,-2,75
10,50,846,2,40
28,55,1023,2,52
85,62,1281,-2,36
55,44,652,1,41
66,64,1367,-2,33
55,57,1106,-3,95
12,47,745,-2,34
23,48,794,1,86
63,48,789,2,87
77,58,1130,1,56
11,44,663,2,56
50,41,582,-2,88
14,54,980,-1,32
84,62,1285,0,45
77,49,800,-2,32
24,69,1610,1,79
29,61,1258,1,63
47,55,1021,0,56
26,48,780,1,44
81,46,726,0,95
67,40,535,-2,33
26,63,1349,-3,91
67,47,760,1,96
11,58,1137,-3,54
18,65,1428,-3,69
61,40,554,-2,88
44,45,683,-3,46
40,51,879,0,51
57,51,879,-2,61
23,56,1064,-3,67
30,60,1229,1,98
48,57,1091,0,42
68,50,852,2,82
83,51,882,-3,80
30,46,721,2,58
17,46,727,-2,74
86,63,1334,-1,67
47,45,688,2,56
62,61,1260,1,84
59,48,783,-3,73
48,44,670,-1,94
87,59,1161,-2,38
73,41,580,-3,92
82,53,947,-1,66
87,64,1377,2,69
80,68,1557,2,78
57,51,871,1,34
36,66,1477,0,90
24,65,1422,1,51
52,48,783,-2,69
75,44,656,-3,64
33,53,946,-1,42
56,47,751,2,63
53,46,718,0,60
88,59,1170,-2,66
69,63,1323,-2,31
47,55,1022,-2,62
89,55,1011,1,42
73,56,1058,-1,69
46,62,1292,-1,52
87,64,1372,-3,59
58,69,1592,0,38
25,61,1261,1,70
40,52,910,-3,44
82,58,1132,0,65
19,42,605,-3,63
11,47,747,-3,39
87,65,1412,0,47
42,65,1433,1,91
45,53,945,-3,48
12,41,583,0,73
82,53,949,-3,75
54,44,663,-2,78
74,61,1259,-1,88
25,63,1339,-1,59
64,69,1598,1,57
74,47,757,1,91
13,60,1217,2,55
89,46,717,-2,73
35,50,858,-2,90
32,51,878,2,45
66,55,1014,-1,45
36,65,1420,-2,50
16,64,1384,-2,64
85,62,1300,-3,93
40,56,1069,-2,90
