"676","anti ulcer",NULL,"One of various classes of drugs with different action mechanisms used to treat or ameliorate peptic ulcer or irritation of the gastrointestinal tract."
"677","anti ulcerogenic",NULL,"One of various classes of drugs with different action mechanisms used to treat or ameliorate peptic ulcer or irritation of the gastrointestinal tract."
"678","anti urease",NULL,"EC 3.5.1.* (non-peptide linear amide C-N hydrolase) inhibitor that interferes with the activity of urease (EC 3.5.1.5), reducing hydrolysis."
"679","anti uremic","An agent that acts to lower urea levels in the body, often a cause of kidney injury or kidney failure.
",NULL
"680","anti urethrotic","An agent that relieves inflammation of the urethra.
",NULL
"681","anti uricosuric","An agent that increases excretion of uric acid in the urine, thus reducing the concentration of uric acid in blood plasma.
",NULL
"682","anti uterocontractant",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"683","anti urinary-tract-infection","An agent that acts against the infection of kidneys, ureters, bladder, or urethra (the structures that urine passes through before being eliminated from the body).
",NULL
"684","anti uveitic","An agent that relieves inflammation of the uvea.
",NULL
"685","anti vaccinia",NULL,"A substance that destroys or inhibits replication of viruses."
"686","anti vaginitic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"687","anti varicose",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"688","anti vertigo",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"689","anti viral",NULL,"A substance that destroys or inhibits replication of viruses."
"690","anti vitiligic","An agent that prevents loss of skin pigmentation, characteristic of vitiligo.
",NULL
"691","anti vulvitic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"692","anti wart","An agent that removes or diminishes warts.
",NULL
"693","anti wrinkle","An agent that prevents or diminishes the formation of wrinckles, often a factor of aging.
",NULL
"694","anti X-radiation","An agent that prevents negative effects of x-ray overexposure such as skin erythema.
",NULL
"695","anti xerophthalmic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"696","anti xerotic","An agent that relieves or diminishes abnormal dryness of the skin, eyes, or mucous membranes (xerosis), or that may diminish the normal hardening of aging tissue.
",NULL
"697","anti yeast",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"698","anxiolytic",NULL,"Anxiolytic drugs are agents that alleviate anxiety, tension, and anxiety disorders, promote sedation, and have a calming effect without affecting clarity of consciousness or neurologic conditions."
"699","activator-protein-1 inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"700","aphicide","An insecticide used against aphids.
",NULL
"701","aphidifuge",NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
"702","aphrodisiac","A sunstance, as food, drink, or drug, that stimulates sexual desire.
",NULL
"703","apifuge",NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
"704","apoptotic","An agent that stimulates the process of apoptosis, or programmed cell death.
",NULL
"705","aromatase inhibitor",NULL,"An EC 1.14.14.* (oxidoreductase acting on paired donors, incorporating of 1 atom of oxygen, with reduced flavin or flavoprotein as one donor) inhibitor which interferes with the action of aromatase (EC 1.14.14.14) and so reduces production of estrogenic steroid hormones."
"706","arrhythmigenic",NULL,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
"707","artemicide","An agent that kills weeds of the Artemisia genus.
",NULL
"708","arteriodilator","An agent that acts to dilate arteries to increase blood flow in the heart, or away form the heart.
",NULL
"709","arylamine-N-acetyltransferase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"710","ascaricide",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"711","asthma preventive",NULL,"A drug used to treat asthma."
"712","astringent",NULL,"A compound that causes the contraction of body tissues, typically used to reduce bleeding from minor abrasions."
"713","ataractic","An agent that has a tranquilizing effect.
",NULL
"714","ataxigenic",NULL,NULL
"715","atherogenic","An agent that promotes the formation of fatty plaques in the arteries.
",NULL
"716","ATPase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"717","ATPase stimulant","An agent that stimulates the activity of ATPases, a class of enzymes that catalyze the decomposition of ATP into ADP and a free phosphate ion.
",NULL
"718","attifuge",NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
"719","autotoxic","An substance secreted by a species into the environment, that inhibits growth or reproduction of members of that same species. 
",NULL
"720","avicide",NULL,"A substance used to destroy bird pests (class Aves)."
"721","avifuge",NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
"722","bactericide",NULL,"A substance that kills or slows the growth of bacteria."
"723","bacteriophagicide",NULL,"A substance that kills or slows the growth of bacteria."
"724","bacteriostatic",NULL,"A substance that kills or slows the growth of bacteria."
"725","bacteristat",NULL,"A substance that kills or slows the growth of bacteria."
"726","barbituate-synergist",NULL,NULL
"727","beta-adrenergic receptor blocker",NULL,"Any agent that acts on an adrenergic receptor or affects the life cycle of an adrenergic transmitter."
"728","beta-blocker","An agent, or drug, that lowers blood pressure, by blocking the effects of the hormone epinephrine, also known as adrenaline.
",NULL
"729","beta-glucuronidase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"730","bifidogenic","A compound that enhances the growth of bifidobacteria in either a product or in the intestines of humans and/or animals.
",NULL
"731","bilirubinolytic","An agent that converts indirect bilirubin into direct bilirubin (in the liver), a soluble form that is excreted in feces.
",NULL
"732","bitter","A substance that has a sharp, pungent taste or smell.
",NULL
"733","bradycardiac",NULL,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
"734","bradycardic",NULL,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
"735","bronchoconstrictor",NULL,"A drug which causes a narrowing of the lumen of a bronchus or bronchiole."
"736","bronchodilator",NULL,"An agent that causes an increase in the expansion of a bronchus or bronchial tubes."
"737","bronchomucolytic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
