index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
967,53311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2425 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,9164532000,Childrens,Voluntary non-profit - Private,False,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"2425 STOCKTON BOULEVARD
SACRAMENTO, CA 95817
(38.552993, -121.456269)"
968,100322,REGIONAL GENERAL HOSPITAL WILLISTON,125 SW 7TH ST,WILLISTON,FL,32696,LEVY,3525282801,Acute Care Hospitals,Voluntary non-profit - Private,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Below the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"125 SW 7TH ST
WILLISTON, FL 32696
(29.384354, -82.455793)"
969,100134,ED FRASER MEMORIAL HOSPITAL,159 N 3RD ST,MACCLENNY,FL,32063,BAKER,9042593151,Acute Care Hospitals,Government - Hospital District or Authority,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"159 N 3RD ST
MACCLENNY, FL 32063
(30.28555, -82.11955)"
970,61300,WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER STREET,EADS,CO,81036,KIOWA,7194385401,Critical Access Hospitals,Government - Hospital District or Authority,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1208 LUTHER STREET
EADS, CO 81036
(38.480137, -102.784469)"
971,50243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,RIVERSIDE,7603236511,Acute Care Hospitals,Proprietary,True,,1.0,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,"1150 NORTH INDIAN CANYON DRIVE
PALM SPRINGS, CA 92262
(33.838236, -116.545597)"
972,100167,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,PLANTATION,FL,33317,BROWARD,9545875010,Acute Care Hospitals,Proprietary,True,,3.0,,Above the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,"401 NW 42ND AVE
PLANTATION, FL 33317
(26.126508, -80.204176)"
973,10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Below the National average,,Below the National average,,"1000 FIRST STREET NORTH
ALABASTER, AL 35007
(33.253679, -86.814261)"
974,60096,VAIL VALLEY MEDICAL CENTER,181 W MEADOW DRIVE,VAIL,CO,81657,EAGLE,9704762451,Acute Care Hospitals,Voluntary non-profit - Other,True,,4.0,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"181 W MEADOW DRIVE
VAIL, CO 81657
(39.642949, -106.382866)"
975,140100,MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,ZION,IL,60099,LAKE,8478724561,Acute Care Hospitals,Proprietary,True,,4.0,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"2520 ELISHA AVENUE
ZION, IL 60099
(42.44897, -87.82684)"
976,100099,LAKE WALES MEDICAL CENTER,410 S 11TH ST,LAKE WALES,FL,33853,POLK,8636761433,Acute Care Hospitals,Proprietary,True,,2.0,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"410 S 11TH ST
LAKE WALES, FL 33853
(27.896327, -81.564668)"
977,100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,DUVAL,9043996111,Acute Care Hospitals,Proprietary,True,,3.0,,Above the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,"3625 UNIVERSITY BLVD S
JACKSONVILLE, FL 32216
(30.287633, -81.602405)"
978,10157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,COLBERT,2563861601,Acute Care Hospitals,Government - Hospital District or Authority,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,"201 WEST AVALON AVENUE
MUSCLE SHOALS, AL 35661
(34.744941, -87.676511)"
979,50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,7149667200,Acute Care Hospitals,Proprietary,True,,4.0,,Above the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"17100 EUCLID STREET
FOUNTAIN VALLEY, CA 92708
(33.714599, -117.937009)"
980,50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,9098659500,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"1798 N GAREY AVE
POMONA, CA 91767
(34.077639, -117.752329)"
981,100113,UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,ALACHUA,3522658000,Acute Care Hospitals,Voluntary non-profit - Private,True,,2.0,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"1600 SW ARCHER RD
GAINESVILLE, FL 32610
(29.639223, -82.343325)"
982,50684,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,RIVERSIDE,9516798888,Acute Care Hospitals,Government - Hospital District or Authority,True,,2.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"28400 MCCALL B0ULEVARD
SUN CITY, CA 92585
(33.718627, -117.169346)"
983,60118,ST ANTHONY SUMMIT MEDICAL CENTER,340 PEAK ONE DRIVE,FRISCO,CO,80443,SUMMIT,9706683300,Acute Care Hospitals,Voluntary non-profit - Church,False,,4.0,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"340 PEAK ONE DRIVE
FRISCO, CO 80443
(39.569988, -106.078259)"
984,50609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,3440 E LA PALMA AVE,ANAHEIM,CA,92806,ORANGE,7142794000,Acute Care Hospitals,Voluntary non-profit - Other,True,,4.0,This hospitals star rating only includes data reported on inpatient services,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"3440 E LA PALMA AVE
ANAHEIM, CA 92806
(33.854441, -117.84411)"
985,50781,SONOMA WEST MEDICAL CENTER,501 PETALUMA AVENUE,SEBASTOPOL,CA,95472,SONOMA,7078238511,Acute Care Hospitals,Government - Local,True,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"501 PETALUMA AVENUE
SEBASTOPOL, CA 95472
(38.39714, -122.820438)"
986,10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,HOUSTON,3347935000,Acute Care Hospitals,Proprietary,True,,4.0,,Below the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,"4370 WEST MAIN STREET
DOTHAN, AL 36305
(31.235991, -85.457937)"
987,40004,WASHINGTON REGIONAL MEDICAL CENTER,3215 N NORTH HILLS BOULEVARD,FAYETTEVILLE,AR,72703,WASHINGTON,4794635113,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,"3215 N NORTH HILLS BOULEVARD
FAYETTEVILLE, AR 72703
(36.110984, -94.157862)"
988,103300,"ALL CHILDREN'S HOSPITAL, INC",501 SIXTH AVENUE SOUTH,SAINT PETERSBURG,FL,33701,PINELLAS,8138987451,Childrens,Voluntary non-profit - Other,True,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"501 SIXTH AVENUE SOUTH
SAINT PETERSBURG, FL 33701
(27.764249, -82.641012)"
989,30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,9284452700,Acute Care Hospitals,Government - Local,True,,2.0,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,"1003 WILLOW CREEK ROAD
PRESCOTT, AZ 86301
(34.558763, -112.482039)"
