mmsi,imo,call_sign,width,avg_length,stddev_length,unique_values_length,avg_gross_tonnage,stddev_gross_tonnage,unique_values_tonnage,dead_weight,source,flag_state,last_active_date,vessel_name,former_name,change_date
620149000,8215936,D6A2149,16.34,108.76,0,1,3960,0,1,5220,encounters,Comoros,12/21/16,FRIO SEVEN,NORMANDIC,5/23/16
667003426,8834421,9LY2623,10.8,65.23,0,1,991,0,1,1168,encounters,Sierra Leone,12/21/16,HENG XING 1,HENG XING 1,6/24/13
667003229,9441960,9LY2426,13,83,0,1,1995,0,1,2586,encounters,Sierra Leone,5/1/13,PING DA,,
367445470,8856613,WDF3906,9.14,53.25,0,1,1134,0,1,,encounters,USA,1/2/17,CAPE GRIEG,,
366577000,7710745,KGCJ,13.72,90.07,0,1,4428,0,1,2054,encounters,USA,1/2/17,R.M. THORSTENSON,,
367526070,8836273,WDG3440,15.2,95,0,1,4807,0,1,4080,encounters,USA,1/2/17,GORDON JENSEN,,
367395640,8016330,WDE7634,12.2,71.02,0,1,2051,0,1,1200,encounters,USA,9/28/16,ALEUTIAN FALCON,,
367545050,5007510,WDG5284,9.81,50,0,1,749,0,1,475,encounters,USA,10/6/16,AKUTAN,,
366299000,5290911,WRJG,15.41,88.4,0,1,5716,0,1,4521,encounters,USA,1/2/17,INDEPENDENCE,,
273421150,9116979,UDEN,13,85,0,1,2416,0,1,1108,encounters,Russia,12/7/16,SVYATOY VLADIMIR,,
367438060,8992780,WDF38060,7,29,0,1,165,0,1,,us_reg,USA,1/2/16,DECO BAY,,
366899490,9010486,WDB4538,12.7,54.96,0,1,1495,0,1,1763,us_reg,USA,12/19/16,EASTERN WIND,,
367098190,8851699,WDC9146,7.9,24,0,1,214,0,1,,us_reg,USA,8/12/16,ENTRANCE POINT,,
367019340,8133255,WAK5647,7.47,26.15,0,1,179,0,1,,us_reg,USA,10/5/16,GENE S,,
366971230,,WBM7130,6,22,0,1,,,,,us_reg,USA,6/24/14,HALLO BAY,,
366946960,8949317,WDB7715,,,,,,,,,us_reg,USA,1/2/17,JUNO,,
367392530,8855205,WDE7375,7,33,0,1,195,0,1,,us_reg,USA,8/9/16,LAST FRONTIER,,
368633000,8990809,WAI6526,7.44,26.09,0,1,162,0,1,,us_reg,USA,11/19/16,ROGUE,,
367176240,7308542,WDD6685,7.93,38,0,1,215,0,1,,us_reg,USA,9/3/16,SEA ERN,,
366744930,8958655,WDH4333,8,30,0,1,163,0,1,,us_reg,USA,11/29/16,VIXEN,,
367014560,7051450,WDC3811,9.15,30,0,1,192,0,1,,us_reg,USA,1/2/17,BALAENA,,
366971260,7939523,WBM7124,7.85,25,0,1,130,0,1,,us_reg,USA,6/21/16,CAPE CALM,,
366888160,8992429,WDB3528,8,22,0,1,,,,,us_reg,USA,8/29/16,CAPE ST JOHN,,
334667000,7811513,HQXQ2,14,90,0,1,2243,0,1,2769,encounters,Honduras,11/22/15,PRECIOUS 9,SUPERIOR REEFER,6/6/15
567259000,7811513,HSB3113,14,90,0,1,2243,0,1,2769,encounters,Thailand,6/6/15,SUPERIOR REEFER,,
334674000,7637527,HQXQ4,14,102,0,1,2989,0,1,3747,encounters,Honduras,12/6/15,WISDOM SEA REEFER,,
355357000,6400563,HO5625,10.32,69.78,0,1,973,0,1,914,encounters,Panama,8/3/16,BRILLIANT REEFER,,
636092595,9340922,D5GP9,20.03,116.5,0,1,7687,0,1,11255,CLAV,Liberia,1/2/17,BONAIRE TRADER,BONAIRE TRADER,6/16/14
308448000,9340922,C6WJ2,20.03,116.5,0,1,7687,0,1,11255,CLAV,Bahamas,5/8/13,CLIPPER KATJA,,
229475000,9340922,9HA3362,20.03,116.5,0,1,7687,0,1,11255,CLAV,Malta,6/16/14,BONAIRE TRADER,CLIPPER KATJA,5/8/13
416521000,7302031,BZCO,25,75,0,1,995,0,1,1575,CLAV,Taiwan,1/2/17,YONG MAN SHUN,,
413692650,,BZ9UQ,,77.02,0,1,1593,0,1,,CLAV,China,1/6/16,FU YUAN YU F76,,
533000333,7920728,9MTU3,,64.85,0,1,1153,0,1,,CLAV,Malaysia,1/1/17,KHA YANG 333,VONG QUN,8/31/15
510021000,,V6P07,9,60,0,1,,,,,CLAV,Micronesia,1/2/17,ASIA STAR,,
413270220,,BZZX6,9,50,0,1,619,0,1,,CLAV,China,1/2/17,JIN SHENG N0.1,,
416171700,,BI2552,5,70,0,1,,,,,CLAV,Taiwan,9/16/16,HSIEN HUA NO.107,,
416833000,8680583,BH3293,,53.15,0,1,498,0,1,,CLAV,Taiwan,12/27/16,CHANG LI NO.1,,
416788000,6908113,BZFN,,104.5,0,1,2912.46,0,1,,CLAV,Taiwan,1/2/17,CHANG CHING NO.1,,
